Experiment,FormulaNumber,Bound,Tool,Formula,StreamLength,TimeUnit,TimeElapsed,TimeStamp
timescales,0.0,65536.0,semiring-monitor,((once[:65536]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3398.0,2021-03-02 20:13:04.592705-06:00
timescales,1.0,4096.0,semiring-monitor,({x > 0.25} -> (historically[:4096](not {x > 0.5}))),100000000.0,ms,2436.0,2021-03-02 21:38:36.045478-06:00
timescales,6.0,65536.0,lattice-monitor,F6(65536),5000000.0,ms,1345.058918,2021-03-02 21:16:13.522170-06:00
timescales,5.0,32768.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[32768:65536] {x > 0.0})),100000000.0,ms,6504.0,2021-03-02 20:11:57.730155-06:00
timescales,2.0,65536.0,lattice-monitor,F2(65536),5000000.0,ms,5772.96686172,2021-03-02 18:39:09.577850-06:00
timescales,0.0,1024.0,semiring-monitor,((once[:1024]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3375.0,2021-03-02 18:27:18.675529-06:00
timescales,0.0,1024.0,lattice-monitor,F0(1024),5000000.0,ms,1481.03404045,2021-03-02 18:27:14.732802-06:00
timescales,0.0,32.0,lattice-monitor,F0(32),5000000.0,ms,1254.8429966,2021-03-02 18:49:11.029685-06:00
timescales,5.0,16.0,lattice-monitor,F5(16),5000000.0,ms,3868.74699593,2021-03-02 17:13:56.530560-06:00
timescales,1.0,131072.0,semiring-monitor,({x > 0.25} -> (historically[:131072](not {x > 0.5}))),100000000.0,ms,2400.0,2021-03-02 21:17:22.511319-06:00
timescales,2.0,16384.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[16384:32768] {x > 0.0}),100000000.0,ms,6529.0,2021-03-02 17:01:36.091417-06:00
timescales,9.0,32768.0,lattice-monitor,F9(32768),5000000.0,ms,5562.99495697,2021-03-02 21:45:56.837712-06:00
timescales,0.0,16.0,lattice-monitor,F0(16),5000000.0,ms,1236.89818382,2021-03-02 17:13:15.528738-06:00
timescales,1.0,65536.0,semiring-monitor,({x > 0.25} -> (historically[:65536](not {x > 0.5}))),100000000.0,ms,2438.0,2021-03-02 17:36:08.334644-06:00
timescales,3.0,32.0,lattice-monitor,F3(32),5000000.0,ms,1250.49495697,2021-03-02 18:49:39.966218-06:00
timescales,5.0,128.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[128:256] {x > 0.0})),5000000.0,ms,6496.0,2021-03-02 21:29:47.818427-06:00
timescales,5.0,16384.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[16384:32768] {x > 0.0})),5000000.0,ms,6590.0,2021-03-02 18:04:26.193078-06:00
timescales,5.0,32768.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[32768:65536] {x > 0.0})),100000000.0,ms,6580.0,2021-03-02 18:37:52.706278-06:00
timescales,7.0,524288.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:524288]({x > 0.5} or {x > 0.0})) since {x > 0.0})),5000000.0,ms,2651.0,2021-03-02 19:49:24.630566-06:00
timescales,0.0,262144.0,semiring-monitor,((once[:262144]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3513.0,2021-03-02 18:11:52.507340-06:00
timescales,1.0,16.0,Reelay,({x > 0.25} -> (historically[:16](not {x > 0.5}))),5000000.0,ms,2105.0,2021-03-02 18:16:12.502395-06:00
timescales,3.0,8192.0,semiring-monitor,((once[:8192]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),100000000.0,ms,3304.0,2021-03-02 21:40:57.548415-06:00
timescales,9.0,64.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[64:128] {x > 0.5}) and not( not({x > 0.75}) since[64:] {x > 0.5})) since {x > 0.0}),100000000.0,ms,8646.0,2021-03-02 19:55:39.417023-06:00
timescales,1.0,65536.0,Reelay,({x > 0.25} -> (historically[:65536](not {x > 0.5}))),5000000.0,ms,2068.0,2021-03-02 17:36:06.256251-06:00
timescales,9.0,262144.0,lattice-monitor,F9(262144),5000000.0,ms,6407.90295601,2021-03-02 21:20:58.217813-06:00
timescales,9.0,256.0,lattice-monitor,F9(256),5000000.0,ms,4430.01914024,2021-03-02 19:59:10.769284-06:00
timescales,9.0,256.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[256:512] {x > 0.5}) and not( not({x > 0.75}) since[256:] {x > 0.5})) since {x > 0.0}),5000000.0,ms,7609.0,2021-03-02 18:25:05.930529-06:00
timescales,6.0,128.0,lattice-monitor,F6(128),5000000.0,ms,565.149068832,2021-03-02 20:58:52.179737-06:00
timescales,9.0,16384.0,lattice-monitor,F9(16384),5000000.0,ms,5377.44402885,2021-03-02 17:33:33.125453-06:00
timescales,4.0,16384.0,lattice-monitor,F4(16384),5000000.0,ms,1274.55615997,2021-03-02 21:11:47.963673-06:00
timescales,9.0,128.0,lattice-monitor,F9(128),5000000.0,ms,4663.94305229,2021-03-02 18:54:24.015131-06:00
timescales,6.0,131072.0,lattice-monitor,F6(131072),5000000.0,ms,1472.89800644,2021-03-02 17:08:08.775529-06:00
timescales,1.0,131072.0,semiring-monitor,({x > 0.25} -> (historically[:131072](not {x > 0.5}))),100000000.0,ms,2423.0,2021-03-02 21:48:33.723723-06:00
timescales,5.0,512.0,lattice-monitor,F5(512),5000000.0,ms,3846.48680687,2021-03-02 20:00:13.481512-06:00
timescales,5.0,512.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[512:1024] {x > 0.0})),100000000.0,ms,6454.0,2021-03-02 21:33:36.651238-06:00
timescales,5.0,32768.0,lattice-monitor,F5(32768),5000000.0,ms,3966.42398834,2021-03-02 21:13:54.604139-06:00
timescales,3.0,16384.0,lattice-monitor,F3(16384),5000000.0,ms,1795.58396339,2021-03-02 17:01:42.623188-06:00
timescales,6.0,65536.0,semiring-monitor,(once[:65536]{x > 0.5}),100000000.0,ms,1348.0,2021-03-02 19:11:34.993738-06:00
timescales,1.0,524288.0,Reelay,({x > 0.25} -> (historically[:524288](not {x > 0.5}))),5000000.0,ms,2228.0,2021-03-02 17:11:20.776368-06:00
timescales,2.0,524288.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[524288:1048576] {x > 0.0}),100000000.0,ms,6727.0,2021-03-02 21:21:48.194544-06:00
timescales,3.0,16.0,semiring-monitor,((once[:16]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),100000000.0,ms,3226.0,2021-03-02 20:21:46.277550-06:00
timescales,0.0,16.0,semiring-monitor,((once[:16]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3394.0,2021-03-02 20:21:17.664295-06:00
timescales,0.0,32.0,Reelay,((once[:32]{x > 0.00}) -> ((not {x > 0.5}) since {x > 0.00})),5000000.0,ms,2306.0,2021-03-02 20:54:12.422579-06:00
timescales,9.0,16.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[16:32] {x > 0.5}) and not( not({x > 0.75}) since[16:] {x > 0.5})) since {x > 0.0}),100000000.0,ms,8522.0,2021-03-02 16:44:32.542418-06:00
timescales,3.0,524288.0,Reelay,((once[:524288]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),5000000.0,ms,2287.0,2021-03-02 17:42:55.040534-06:00
timescales,4.0,4096.0,lattice-monitor,F4(4096),5000000.0,ms,1046.84782028,2021-03-02 16:58:01.471169-06:00
timescales,9.0,524288.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[524288:1048576] {x > 0.5}) and not( not({x > 0.75}) since[524288:] {x > 0.5})) since {x > 0.0}),5000000.0,ms,7718.0,2021-03-02 21:23:11.224159-06:00
timescales,0.0,2048.0,lattice-monitor,F0(2048),5000000.0,ms,1468.87207031,2021-03-02 21:36:30.139163-06:00
timescales,3.0,16.0,Reelay,((once[:16]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),5000000.0,ms,2273.0,2021-03-02 20:52:50.203530-06:00
timescales,0.0,16384.0,Reelay,((once[:16384]{x > 0.00}) -> ((not {x > 0.5}) since {x > 0.00})),5000000.0,ms,2241.0,2021-03-02 19:06:22.430704-06:00
timescales,6.0,8192.0,lattice-monitor,F6(8192),5000000.0,ms,870.537996292,2021-03-02 17:00:18.511432-06:00
timescales,6.0,512.0,Reelay,(once[:512]{x > 0.5}),5000000.0,ms,1902.0,2021-03-02 18:57:39.793471-06:00
timescales,1.0,262144.0,semiring-monitor,({x > 0.25} -> (historically[:262144](not {x > 0.5}))),100000000.0,ms,2460.0,2021-03-02 20:48:20.591150-06:00
timescales,0.0,131072.0,semiring-monitor,((once[:131072]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3485.0,2021-03-02 20:46:08.427952-06:00
timescales,9.0,256.0,lattice-monitor,F9(256),5000000.0,ms,4417.37794876,2021-03-02 21:01:13.468666-06:00
timescales,1.0,32768.0,semiring-monitor,({x > 0.25} -> (historically[:32768](not {x > 0.5}))),100000000.0,ms,2382.0,2021-03-02 20:11:12.581762-06:00
timescales,7.0,8192.0,lattice-monitor,F7(8192),5000000.0,ms,3190.31095505,2021-03-02 21:41:29.678817-06:00
timescales,5.0,131072.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[131072:262144] {x > 0.0})),100000000.0,ms,6590.0,2021-03-02 20:15:59.843211-06:00
timescales,1.0,2048.0,Reelay,({x > 0.25} -> (historically[:2048](not {x > 0.5}))),5000000.0,ms,2167.0,2021-03-02 17:26:06.287241-06:00
timescales,4.0,1024.0,semiring-monitor,({x > 0.25} -> (historically[:1024]{x > 0.5})),100000000.0,ms,3282.0,2021-03-02 20:02:02.530303-06:00
timescales,5.0,64.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[64:128] {x > 0.0})),100000000.0,ms,6621.0,2021-03-02 17:49:04.323688-06:00
timescales,3.0,32768.0,lattice-monitor,F3(32768),5000000.0,ms,1976.01509094,2021-03-02 19:08:53.936945-06:00
timescales,8.0,1024.0,lattice-monitor,F8(1024),5000000.0,ms,3423.40087891,2021-03-02 20:33:33.963359-06:00
timescales,8.0,16.0,lattice-monitor,F8(16),5000000.0,ms,2740.63611031,2021-03-02 18:48:34.081540-06:00
timescales,2.0,256.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[256:512] {x > 0.0}),100000000.0,ms,6604.0,2021-03-02 18:23:51.438054-06:00
timescales,7.0,64.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:64]({x > 0.5} or {x > 0.0})) since {x > 0.0})),100000000.0,ms,5982.0,2021-03-02 17:49:20.201849-06:00
timescales,6.0,128.0,Reelay,(once[:128]{x > 0.5}),5000000.0,ms,1793.0,2021-03-02 18:22:36.728909-06:00
timescales,2.0,128.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[128:256] {x > 0.0}),100000000.0,ms,6572.0,2021-03-02 21:29:24.259476-06:00
timescales,2.0,32.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[32:64] {x > 0.0}),5000000.0,ms,6825.0,2021-03-02 20:23:18.528877-06:00
timescales,8.0,16.0,semiring-monitor,(({x > 0.75} -> once[16:32] {x > 0.5}) and not( not({x > 0.75}) since[16:] {x > 0.5})),100000000.0,ms,5922.0,2021-03-02 21:24:52.259547-06:00
timescales,6.0,4096.0,lattice-monitor,F6(4096),5000000.0,ms,812.929153442,2021-03-02 17:28:56.805299-06:00
timescales,2.0,8192.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[8192:16384] {x > 0.0}),100000000.0,ms,6631.0,2021-03-02 21:40:47.004539-06:00
timescales,9.0,32768.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[32768:65536] {x > 0.5}) and not( not({x > 0.75}) since[32768:] {x > 0.5})) since {x > 0.0}),5000000.0,ms,8044.0,2021-03-02 20:12:43.947866-06:00
timescales,3.0,16384.0,lattice-monitor,F3(16384),5000000.0,ms,1856.89711571,2021-03-02 19:06:52.113393-06:00
timescales,0.0,4096.0,lattice-monitor,F0(4096),5000000.0,ms,1566.53404236,2021-03-02 19:02:27.038611-06:00
timescales,8.0,32.0,Reelay,(({x > 0.75} -> once[32:64] {x > 0.5}) and not( not({x > 0.75}) since[32:] {x > 0.5})),5000000.0,ms,7158.0,2021-03-02 21:26:36.589794-06:00
timescales,5.0,1024.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[1024:2048] {x > 0.0})),100000000.0,ms,6422.0,2021-03-02 16:54:32.942959-06:00
timescales,7.0,131072.0,lattice-monitor,F7(131072),5000000.0,ms,3988.77191544,2021-03-02 18:10:52.643838-06:00
timescales,3.0,1024.0,semiring-monitor,((once[:1024]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),100000000.0,ms,3217.0,2021-03-02 19:30:46.401674-06:00
timescales,6.0,65536.0,semiring-monitor,(once[:65536]{x > 0.5}),100000000.0,ms,1361.0,2021-03-02 18:08:46.464903-06:00
timescales,1.0,128.0,lattice-monitor,F1(128),5000000.0,ms,798.313856125,2021-03-02 16:48:22.510563-06:00
timescales,0.0,4096.0,semiring-monitor,((once[:4096]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3378.0,2021-03-02 20:05:14.905199-06:00
timescales,0.0,8192.0,semiring-monitor,((once[:8192]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3458.0,2021-03-02 17:29:56.544120-06:00
timescales,2.0,8192.0,lattice-monitor,F2(8192),5000000.0,ms,5306.58602715,2021-03-02 18:01:47.855997-06:00
timescales,1.0,64.0,semiring-monitor,({x > 0.25} -> (historically[:64](not {x > 0.5}))),100000000.0,ms,2365.0,2021-03-02 20:25:02.981583-06:00
timescales,6.0,4096.0,lattice-monitor,F6(4096),5000000.0,ms,810.35900116,2021-03-02 19:03:28.536609-06:00
timescales,9.0,8192.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[8192:16384] {x > 0.5}) and not( not({x > 0.75}) since[8192:] {x > 0.5})) since {x > 0.0}),100000000.0,ms,8404.0,2021-03-02 20:39:54.272537-06:00
timescales,6.0,8192.0,semiring-monitor,(once[:8192]{x > 0.5}),100000000.0,ms,1346.0,2021-03-02 21:41:28.330276-06:00
timescales,2.0,128.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[128:256] {x > 0.0}),100000000.0,ms,6684.0,2021-03-02 19:56:10.349186-06:00
timescales,7.0,262144.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:262144]({x > 0.5} or {x > 0.0})) since {x > 0.0})),5000000.0,ms,2913.0,2021-03-02 18:44:18.566922-06:00
timescales,7.0,8192.0,lattice-monitor,F7(8192),5000000.0,ms,3210.53314209,2021-03-02 20:39:11.972565-06:00
timescales,3.0,32768.0,lattice-monitor,F3(32768),5000000.0,ms,1867.57206917,2021-03-02 20:11:33.183781-06:00
timescales,7.0,4096.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:4096]({x > 0.5} or {x > 0.0})) since {x > 0.0})),5000000.0,ms,2757.0,2021-03-02 20:37:17.104169-06:00
timescales,5.0,16384.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[16384:32768] {x > 0.0})),5000000.0,ms,6505.0,2021-03-02 19:38:47.020857-06:00
timescales,6.0,262144.0,semiring-monitor,(once[:262144]{x > 0.5}),100000000.0,ms,1388.0,2021-03-02 18:44:13.412882-06:00
timescales,3.0,32768.0,lattice-monitor,F3(32768),5000000.0,ms,1875.47516823,2021-03-02 17:03:38.719779-06:00
timescales,1.0,256.0,semiring-monitor,({x > 0.25} -> (historically[:256](not {x > 0.5}))),100000000.0,ms,2391.0,2021-03-02 20:28:41.609430-06:00
timescales,2.0,128.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[128:256] {x > 0.0}),100000000.0,ms,6669.0,2021-03-02 19:24:57.869752-06:00
timescales,5.0,8192.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[8192:16384] {x > 0.0})),5000000.0,ms,6760.0,2021-03-02 17:30:42.233110-06:00
timescales,2.0,131072.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[131072:262144] {x > 0.0}),5000000.0,ms,6497.0,2021-03-02 20:15:21.599836-06:00
timescales,8.0,65536.0,lattice-monitor,F8(65536),5000000.0,ms,5528.08403969,2021-03-02 21:47:41.387247-06:00
timescales,1.0,64.0,lattice-monitor,F1(64),5000000.0,ms,820.192813873,2021-03-02 20:25:00.113050-06:00
timescales,4.0,8192.0,lattice-monitor,F4(8192),5000000.0,ms,1236.73415184,2021-03-02 19:36:37.120234-06:00
timescales,2.0,8192.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[8192:16384] {x > 0.0}),5000000.0,ms,6609.0,2021-03-02 17:30:10.660284-06:00
timescales,8.0,64.0,semiring-monitor,(({x > 0.75} -> once[64:128] {x > 0.5}) and not( not({x > 0.75}) since[64:] {x > 0.5})),100000000.0,ms,5917.0,2021-03-02 17:49:36.231348-06:00
timescales,7.0,1024.0,lattice-monitor,F7(1024),5000000.0,ms,2956.30884171,2021-03-02 21:04:30.441104-06:00
timescales,5.0,128.0,lattice-monitor,F5(128),5000000.0,ms,4000.80513954,2021-03-02 18:22:19.138988-06:00
timescales,0.0,131072.0,semiring-monitor,((once[:131072]{x > 0.0}) -> ((not {x > 0.5}) since {x > 0.0})),100000000.0,ms,3439.0,2021-03-02 18:41:04.057104-06:00
timescales,5.0,65536.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[65536:131072] {x > 0.0})),5000000.0,ms,6751.0,2021-03-02 19:11:18.314786-06:00
timescales,2.0,32.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[32:64] {x > 0.0}),5000000.0,ms,6797.0,2021-03-02 18:49:26.559250-06:00
timescales,1.0,131072.0,lattice-monitor,F1(131072),5000000.0,ms,1798.35414886,2021-03-02 17:38:10.026640-06:00
timescales,6.0,16384.0,Reelay,(once[:16384]{x > 0.5}),5000000.0,ms,1822.0,2021-03-02 17:32:59.448335-06:00
timescales,0.0,64.0,lattice-monitor,F0(64),5000000.0,ms,1230.34405708,2021-03-02 20:24:53.271787-06:00
timescales,3.0,32.0,lattice-monitor,F3(32),5000000.0,ms,1279.12998199,2021-03-02 17:46:48.064013-06:00
timescales,2.0,512.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[512:1024] {x > 0.0}),100000000.0,ms,6589.0,2021-03-02 17:22:39.372222-06:00
timescales,5.0,512.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[512:1024] {x > 0.0})),5000000.0,ms,6540.0,2021-03-02 20:00:17.330422-06:00
timescales,2.0,32.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[32:64] {x > 0.0}),100000000.0,ms,6634.0,2021-03-02 18:18:17.658195-06:00
timescales,5.0,128.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[128:256] {x > 0.0})),5000000.0,ms,6541.0,2021-03-02 18:22:23.142199-06:00
timescales,4.0,16384.0,semiring-monitor,({x > 0.25} -> (historically[:16384]{x > 0.5})),100000000.0,ms,3281.0,2021-03-02 18:04:18.912718-06:00
timescales,2.0,16.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[16:32] {x > 0.0}),100000000.0,ms,7018.0,2021-03-02 18:47:41.209190-06:00
timescales,7.0,32768.0,lattice-monitor,F7(32768),5000000.0,ms,3525.08616447,2021-03-02 17:35:04.137514-06:00
timescales,3.0,128.0,semiring-monitor,((once[:128]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),100000000.0,ms,3146.0,2021-03-02 17:19:11.088945-06:00
timescales,3.0,131072.0,lattice-monitor,F3(131072),5000000.0,ms,2155.54308891,2021-03-02 20:15:34.760802-06:00
timescales,7.0,512.0,lattice-monitor,F7(512),5000000.0,ms,2871.52218819,2021-03-02 20:00:34.413899-06:00
timescales,6.0,32768.0,Reelay,(once[:32768]{x > 0.5}),5000000.0,ms,1855.0,2021-03-02 19:40:59.732405-06:00
timescales,3.0,131072.0,semiring-monitor,((once[:131072]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),100000000.0,ms,3291.0,2021-03-02 18:10:19.967785-06:00
timescales,7.0,65536.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:65536]({x > 0.5} or {x > 0.0})) since {x > 0.0})),100000000.0,ms,6028.0,2021-03-02 18:40:12.700272-06:00
timescales,5.0,131072.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[131072:262144] {x > 0.0})),100000000.0,ms,6721.0,2021-03-02 18:10:41.084099-06:00
timescales,1.0,32768.0,semiring-monitor,({x > 0.25} -> (historically[:32768](not {x > 0.5}))),100000000.0,ms,2600.0,2021-03-02 20:42:12.820868-06:00
timescales,2.0,16.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[16:32] {x > 0.0}),5000000.0,ms,6744.0,2021-03-02 19:19:15.020803-06:00
timescales,2.0,32.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[32:64] {x > 0.0}),100000000.0,ms,6625.0,2021-03-02 21:25:41.914080-06:00
timescales,4.0,128.0,Reelay,({x > 0.25} -> (historically[:128]{x > 0.5})),5000000.0,ms,2129.0,2021-03-02 19:56:24.617443-06:00
timescales,4.0,4096.0,Reelay,({x > 0.25} -> (historically[:4096]{x > 0.5})),5000000.0,ms,1962.0,2021-03-02 16:58:02.520760-06:00
timescales,5.0,65536.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ({x > 0.5} since[65536:131072] {x > 0.0})),100000000.0,ms,6499.0,2021-03-02 21:16:07.020360-06:00
timescales,5.0,2048.0,lattice-monitor,F5(2048),5000000.0,ms,4010.61606407,2021-03-02 20:03:59.587437-06:00
timescales,1.0,128.0,Reelay,({x > 0.25} -> (historically[:128](not {x > 0.5}))),5000000.0,ms,2066.0,2021-03-02 18:53:01.537308-06:00
timescales,8.0,4096.0,Reelay,(({x > 0.75} -> once[4096:8192] {x > 0.5}) and not( not({x > 0.75}) since[4096:] {x > 0.5})),5000000.0,ms,7098.0,2021-03-02 19:03:48.285273-06:00
timescales,0.0,32768.0,Reelay,((once[:32768]{x > 0.00}) -> ((not {x > 0.5}) since {x > 0.00})),5000000.0,ms,2218.0,2021-03-02 19:39:57.174677-06:00
timescales,9.0,65536.0,semiring-monitor,({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((({x > 0.75} -> once[65536:131072] {x > 0.5}) and not( not({x > 0.75}) since[65536:] {x > 0.5})) since {x > 0.0}),100000000.0,ms,8734.0,2021-03-02 19:12:21.622259-06:00
timescales,8.0,4096.0,lattice-monitor,F8(4096),5000000.0,ms,4080.94096184,2021-03-02 19:03:44.201569-06:00
timescales,7.0,262144.0,lattice-monitor,F7(262144),5000000.0,ms,3747.90811539,2021-03-02 18:44:14.803675-06:00
timescales,1.0,64.0,lattice-monitor,F1(64),5000000.0,ms,862.611055374,2021-03-02 19:54:03.883087-06:00
timescales,6.0,64.0,Reelay,(once[:64]{x > 0.5}),5000000.0,ms,1821.0,2021-03-02 19:23:44.152454-06:00
timescales,4.0,65536.0,lattice-monitor,F4(65536),5000000.0,ms,1617.77687073,2021-03-02 21:15:48.448280-06:00
timescales,3.0,128.0,Reelay,((once[:128]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),5000000.0,ms,2288.0,2021-03-02 18:53:24.255874-06:00
timescales,4.0,64.0,Reelay,({x > 0.25} -> (historically[:64]{x > 0.5})),5000000.0,ms,1994.0,2021-03-02 18:20:23.487137-06:00
timescales,8.0,64.0,lattice-monitor,F8(64),5000000.0,ms,2670.96805573,2021-03-02 20:26:06.652259-06:00
timescales,8.0,256.0,semiring-monitor,(({x > 0.75} -> once[256:512] {x > 0.5}) and not( not({x > 0.75}) since[256:] {x > 0.5})),100000000.0,ms,5764.0,2021-03-02 18:56:11.308823-06:00
timescales,7.0,262144.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:262144]({x > 0.5} or {x > 0.0})) since {x > 0.0})),5000000.0,ms,2747.0,2021-03-02 19:47:17.155659-06:00
timescales,2.0,262144.0,Reelay,({x > 0.25} && !{x > 0.0} && once {x > 0.0} ) -> ((not {x > 0.5}) since[262144:524288] {x > 0.0}),5000000.0,ms,6871.0,2021-03-02 19:14:58.602557-06:00
timescales,8.0,2048.0,lattice-monitor,F8(2048),5000000.0,ms,3905.77888489,2021-03-02 20:04:32.488012-06:00
timescales,1.0,16384.0,lattice-monitor,F1(16384),5000000.0,ms,1303.7250042,2021-03-02 20:09:12.368722-06:00
timescales,8.0,4096.0,semiring-monitor,(({x > 0.75} -> once[4096:8192] {x > 0.5}) and not( not({x > 0.75}) since[4096:] {x > 0.5})),100000000.0,ms,5688.0,2021-03-02 16:58:50.551160-06:00
timescales,3.0,2048.0,Reelay,((once[:2048]({x > 0.0})) -> ({x > 0.5} since {x > 0.0})),5000000.0,ms,2213.0,2021-03-02 21:05:51.205971-06:00
timescales,7.0,131072.0,semiring-monitor,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:131072]({x > 0.5} or {x > 0.0})) since {x > 0.0})),100000000.0,ms,5956.0,2021-03-02 18:42:15.773186-06:00
timescales,8.0,128.0,lattice-monitor,F8(128),5000000.0,ms,2803.30896378,2021-03-02 18:22:51.211462-06:00
timescales,1.0,131072.0,lattice-monitor,F1(131072),5000000.0,ms,1807.22808838,2021-03-02 19:44:05.569097-06:00
timescales,6.0,2048.0,Reelay,(once[:2048]{x > 0.5}),5000000.0,ms,1857.0,2021-03-02 18:30:10.210168-06:00
timescales,7.0,16.0,Reelay,(({x > 0.25} && !{x > 0.0} && once {x > 0.0}) -> ((once[:16]({x > 0.5} or {x > 0.0})) since {x > 0.0})),5000000.0,ms,2721.0,2021-03-02 17:45:33.924474-06:00
timescales,9.0,8192.0,lattice-monitor,F9(8192),5000000.0,ms,5087.70799637,2021-03-02 21:10:47.499725-06:00
