Experiment,FormulaNumber,Bound,Tool,Formula,StreamLength,InputType,TimeUnit,TimeElapsed,Memory,TimeStamp
memory,0.0,128.0,Reelay,once[0:128] {x > 0.5},768.0,Increasing,ms,15.0,18398288.0,2021-03-08 13:43:10.901019-06:00
memory,5.0,8192.0,lattice-monitor,x > 0 since[8192:8192] x > 0.5,200000.0,Random,ms,759.577989578,178056720.0,2021-03-08 17:42:52.550029-06:00
memory,4.0,64.0,semiring-monitor,x > 0.5 since[0:64] x > 0,10000000.0,Random,ms,2173.0,87824.0,2021-03-08 13:42:18.926646-06:00
memory,3.0,16.0,semiring-monitor,once[16:] x > 0.5,10000000.0,Random,ms,670.0,61984.0,2021-03-08 15:12:37.305159-06:00
memory,1.0,65536.0,semiring-monitor,once[65536:65536] x > 0.5,10000000.0,Random,ms,595.0,63952.0,2021-03-08 18:11:33.125181-06:00
memory,4.0,2048.0,lattice-monitor,x > 0 since[0:2048] x > 0.5,200000.0,Decreasing,ms,401.95608139,149235376.0,2021-03-08 16:59:46.453048-06:00
memory,5.0,4096.0,semiring-monitor,x > 0.5 since[4096:4096] x > 0,10000000.0,Decreasing,ms,1701.0,2329792.0,2021-03-08 17:09:37.581333-06:00
memory,5.0,262144.0,semiring-monitor,x > 0.5 since[262144:262144] x > 0,10000000.0,Decreasing,ms,1646.0,144772336.0,2021-03-08 18:15:39.030974-06:00
memory,4.0,262144.0,lattice-monitor,x > 0 since[0:262144] x > 0.5,1572864.0,Increasing,ms,3814.87298012,560686728.0,2021-03-08 16:39:55.350370-06:00
memory,0.0,16.0,lattice-monitor,once[0:16] x > 0.5,200000.0,Increasing,ms,159.754991531,149235376.0,2021-03-08 15:12:08.031302-06:00
memory,7.0,2048.0,lattice-monitor,x > 0 since[2048:] x > 0.5,200000.0,Random,ms,522.951126099,167248400.0,2021-03-08 17:01:34.558047-06:00
memory,4.0,128.0,Reelay,{x > 0.0} since[0:128] {x > 0.5},768.0,Decreasing,ms,92.0,11916872.0,2021-03-08 15:18:08.417339-06:00
memory,2.0,8192.0,lattice-monitor,once[8192:16384] x > 0.5,200000.0,Random,ms,337.996006012,178535992.0,2021-03-08 14:12:20.434995-06:00
memory,3.0,1024.0,semiring-monitor,once[1024:] x > 0.5,10000000.0,Increasing,ms,651.0,63968.0,2021-03-08 16:56:28.702811-06:00
memory,6.0,65536.0,semiring-monitor,x > 0.5 since[65536:131072] x > 0,10000000.0,Increasing,ms,2768.0,53558744.0,2021-03-08 15:03:18.458063-06:00
memory,0.0,2048.0,Reelay,once[0:2048] {x > 0.5},12288.0,Decreasing,ms,17076.0,18774912.0,2021-03-08 12:10:24.862871-06:00
memory,5.0,262144.0,semiring-monitor,x > 0.5 since[262144:262144] x > 0,10000000.0,Random,ms,1587.0,151065408.0,2021-03-08 15:06:12.481601-06:00
memory,4.0,16.0,lattice-monitor,x > 0 since[0:16] x > 0.5,200000.0,Random,ms,342.489957809,149235376.0,2021-03-08 11:59:03.287166-06:00
memory,5.0,16384.0,semiring-monitor,x > 0.5 since[16384:16384] x > 0,10000000.0,Increasing,ms,1749.0,9112768.0,2021-03-08 15:00:37.852523-06:00
memory,5.0,4096.0,semiring-monitor,x > 0.5 since[4096:4096] x > 0,10000000.0,Random,ms,1604.0,2430096.0,2021-03-08 15:35:14.511639-06:00
memory,3.0,4096.0,lattice-monitor,once[4096:] x > 0.5,200000.0,Random,ms,171.371936798,162649944.0,2021-03-08 12:19:12.352466-06:00
memory,7.0,524288.0,semiring-monitor,x > 0.5 since[524288:] x > 0,10000000.0,Decreasing,ms,2204.0,310751040.0,2021-03-08 15:12:01.739227-06:00
memory,5.0,4096.0,Reelay,{x > 0.0} since[4096:4096] {x > 0.5},24576.0,Random,ms,58771.0,36593016.0,2021-03-08 19:21:42.194639-06:00
memory,5.0,16.0,semiring-monitor,x > 0.5 since[16:16] x > 0,10000000.0,Decreasing,ms,1577.0,80000.0,2021-03-08 16:47:12.992721-06:00
memory,7.0,8192.0,Reelay,{x > 0.0} since[8192:] {x > 0.5},49152.0,Increasing,ms,507112.0,92306936.0,2021-03-08 18:00:22.143476-06:00
memory,2.0,262144.0,semiring-monitor,once[262144:524288] x > 0.5,10000000.0,Random,ms,1131.0,50398072.0,2021-03-08 16:39:23.706111-06:00
memory,3.0,16384.0,semiring-monitor,once[16384:] x > 0.5,10000000.0,Decreasing,ms,699.0,61432.0,2021-03-08 18:09:22.479673-06:00
memory,0.0,256.0,lattice-monitor,once[0:256] x > 0.5,200000.0,Decreasing,ms,164.96014595,149235376.0,2021-03-08 12:05:15.269176-06:00
memory,2.0,64.0,Reelay,once[64:128] {x > 0.5},384.0,Decreasing,ms,47.0,20765632.0,2021-03-08 15:16:27.055802-06:00
memory,4.0,2048.0,semiring-monitor,x > 0.5 since[0:2048] x > 0,10000000.0,Random,ms,2336.0,485008.0,2021-03-08 13:51:19.923385-06:00
memory,7.0,16.0,semiring-monitor,x > 0.5 since[16:] x > 0,10000000.0,Random,ms,2263.0,84224.0,2021-03-08 11:59:59.422327-06:00
memory,0.0,65536.0,semiring-monitor,once[0:65536] x > 0.5,10000000.0,Random,ms,1058.0,11596752.0,2021-03-08 16:36:32.215776-06:00
memory,3.0,65536.0,lattice-monitor,once[65536:] x > 0.5,200000.0,Random,ms,220.947027206,215996160.0,2021-03-08 16:36:51.421807-06:00
memory,7.0,64.0,lattice-monitor,x > 0 since[64:] x > 0.5,200000.0,Decreasing,ms,374.923944473,149235376.0,2021-03-08 15:17:24.180754-06:00
memory,7.0,4096.0,lattice-monitor,x > 0 since[4096:] x > 0.5,200000.0,Random,ms,564.800024033,149841584.0,2021-03-08 12:26:18.324000-06:00
memory,2.0,16384.0,semiring-monitor,once[16384:32768] x > 0.5,10000000.0,Random,ms,1080.0,3212152.0,2021-03-08 18:09:11.383414-06:00
memory,7.0,2048.0,lattice-monitor,x > 0 since[2048:] x > 0.5,200000.0,Increasing,ms,496.382951736,167248400.0,2021-03-08 15:27:39.451651-06:00
memory,1.0,16384.0,lattice-monitor,once[16384:16384] x > 0.5,200000.0,Random,ms,164.558887482,184637800.0,2021-03-08 18:09:05.316267-06:00
memory,1.0,262144.0,lattice-monitor,once[262144:262144] x > 0.5,1572864.0,Random,ms,1763.4999752,708189384.0,2021-03-08 15:05:06.000637-06:00
memory,1.0,64.0,semiring-monitor,once[64:64] x > 0.5,10000000.0,Increasing,ms,545.0,61984.0,2021-03-08 16:50:15.879514-06:00
memory,2.0,256.0,lattice-monitor,once[256:512] x > 0.5,200000.0,Increasing,ms,194.133996964,149235376.0,2021-03-08 15:19:06.464732-06:00
memory,2.0,524288.0,lattice-monitor,once[524288:1048576] x > 0.5,3145728.0,Random,ms,7529.88505363,1796484696.0,2021-03-08 15:08:13.775715-06:00
memory,2.0,16.0,Reelay,once[16:32] {x > 0.5},100000.0,Decreasing,ms,2816.0,12596000.0,2021-03-08 15:12:30.356844-06:00
memory,6.0,1024.0,lattice-monitor,x > 0 since[1024:2048] x > 0.5,200000.0,Increasing,ms,729.897975922,162649944.0,2021-03-08 15:23:06.525852-06:00
memory,2.0,4096.0,Reelay,once[4096:8192] {x > 0.5},24576.0,Random,ms,179.0,13796136.0,2021-03-08 13:55:19.190926-06:00
memory,0.0,4096.0,semiring-monitor,once[0:4096] x > 0.5,10000000.0,Random,ms,1059.0,783312.0,2021-03-08 15:28:20.542792-06:00
memory,1.0,4096.0,lattice-monitor,once[4096:4096] x > 0.5,200000.0,Random,ms,129.60100174,183567256.0,2021-03-08 17:03:43.323510-06:00
memory,7.0,128.0,semiring-monitor,x > 0.5 since[128:] x > 0,10000000.0,Random,ms,2338.0,147864.0,2021-03-08 13:44:17.538810-06:00
memory,6.0,131072.0,lattice-monitor,x > 0 since[131072:262144] x > 0.5,200000.0,Decreasing,ms,952.708005905,821975760.0,2021-03-08 16:38:39.669705-06:00
memory,1.0,262144.0,semiring-monitor,once[262144:262144] x > 0.5,10000000.0,Decreasing,ms,583.0,66016.0,2021-03-08 15:05:14.899733-06:00
memory,0.0,1024.0,lattice-monitor,once[0:1024] x > 0.5,200000.0,Increasing,ms,176.076889038,149235376.0,2021-03-08 13:47:28.296070-06:00
memory,7.0,2048.0,Reelay,{x > 0.0} since[2048:] {x > 0.5},12288.0,Random,ms,205.0,14067528.0,2021-03-08 12:14:03.275875-06:00
memory,0.0,512.0,semiring-monitor,once[0:512] x > 0.5,10000000.0,Decreasing,ms,1092.0,158712.0,2021-03-08 13:46:01.201536-06:00
memory,1.0,4096.0,lattice-monitor,once[4096:4096] x > 0.5,200000.0,Increasing,ms,124.897003174,183567256.0,2021-03-08 15:29:37.988034-06:00
memory,1.0,2048.0,lattice-monitor,once[2048:2048] x > 0.5,200000.0,Random,ms,97.4888801575,162649944.0,2021-03-08 15:24:20.015744-06:00
memory,7.0,4096.0,lattice-monitor,x > 0 since[4096:] x > 0.5,200000.0,Decreasing,ms,534.445047379,149841584.0,2021-03-08 14:07:24.737153-06:00
memory,2.0,128.0,lattice-monitor,once[128:256] x > 0.5,200000.0,Increasing,ms,189.415931702,149235376.0,2021-03-08 13:43:24.160166-06:00
memory,4.0,2048.0,semiring-monitor,x > 0.5 since[0:2048] x > 0,10000000.0,Decreasing,ms,2279.0,485032.0,2021-03-08 12:12:33.704256-06:00
memory,5.0,32768.0,semiring-monitor,x > 0.5 since[32768:32768] x > 0,10000000.0,Increasing,ms,1559.0,18156736.0,2021-03-08 16:36:00.662404-06:00
memory,1.0,128.0,lattice-monitor,once[128:128] x > 0.5,200000.0,Random,ms,70.6400871277,149235376.0,2021-03-08 16:51:34.176204-06:00
memory,4.0,65536.0,lattice-monitor,x > 0 since[0:65536] x > 0.5,200000.0,Increasing,ms,520.977973938,242934840.0,2021-03-08 15:02:53.874604-06:00
memory,5.0,256.0,semiring-monitor,x > 0.5 since[256:256] x > 0,10000000.0,Random,ms,1582.0,192624.0,2021-03-08 16:53:32.780350-06:00
memory,5.0,4096.0,lattice-monitor,x > 0 since[4096:4096] x > 0.5,200000.0,Increasing,ms,640.45882225,149841584.0,2021-03-08 14:00:52.913628-06:00
memory,2.0,32.0,lattice-monitor,once[32:64] x > 0.5,200000.0,Random,ms,189.406871796,149235376.0,2021-03-08 12:00:34.715065-06:00
memory,0.0,2048.0,lattice-monitor,once[0:2048] x > 0.5,200000.0,Decreasing,ms,195.298194885,149235376.0,2021-03-08 16:57:57.152522-06:00
memory,1.0,256.0,Reelay,once[256:256] {x > 0.5},10000.0,Increasing,ms,1522.0,12986680.0,2021-03-08 19:15:36.372759-06:00
memory,3.0,4096.0,semiring-monitor,once[4096:] x > 0.5,10000000.0,Random,ms,673.0,63968.0,2021-03-08 13:58:21.855108-06:00
memory,7.0,2048.0,Reelay,{x > 0.0} since[2048:] {x > 0.5},12288.0,Random,ms,214.0,14067528.0,2021-03-08 15:27:35.761244-06:00
memory,1.0,256.0,semiring-monitor,once[256:256] x > 0.5,10000000.0,Increasing,ms,548.0,60448.0,2021-03-08 15:19:00.859266-06:00
memory,7.0,32.0,Reelay,{x > 0.0} since[32:] {x > 0.5},100000.0,Decreasing,ms,1685.0,14781320.0,2021-03-08 13:41:41.572227-06:00
memory,1.0,512.0,lattice-monitor,once[512:512] x > 0.5,200000.0,Random,ms,78.449010849,149235376.0,2021-03-08 16:54:20.991378-06:00
memory,4.0,64.0,semiring-monitor,x > 0.5 since[0:64] x > 0,10000000.0,Decreasing,ms,2221.0,90048.0,2021-03-08 15:16:48.019782-06:00
memory,1.0,512.0,semiring-monitor,once[512:512] x > 0.5,10000000.0,Decreasing,ms,578.0,60448.0,2021-03-08 16:54:24.716322-06:00
memory,6.0,2048.0,lattice-monitor,x > 0 since[2048:4096] x > 0.5,200000.0,Increasing,ms,767.901182175,139817200.0,2021-03-08 13:52:03.397086-06:00
memory,1.0,524288.0,lattice-monitor,once[524288:524288] x > 0.5,3145728.0,Random,ms,3802.77204514,1303715328.0,2021-03-08 16:41:59.411951-06:00
memory,1.0,256.0,semiring-monitor,once[256:256] x > 0.5,10000000.0,Decreasing,ms,579.0,61960.0,2021-03-08 13:44:41.958530-06:00
memory,2.0,256.0,lattice-monitor,once[256:512] x > 0.5,200000.0,Random,ms,200.179815292,149235376.0,2021-03-08 16:53:01.112161-06:00
memory,5.0,16384.0,semiring-monitor,x > 0.5 since[16384:16384] x > 0,10000000.0,Random,ms,1717.0,9112768.0,2021-03-08 15:00:34.399690-06:00
memory,0.0,524288.0,lattice-monitor,once[0:524288] x > 0.5,3145728.0,Random,ms,5371.90103531,1032006848.0,2021-03-08 15:07:35.071992-06:00
memory,1.0,16.0,Reelay,once[16:16] {x > 0.5},10000.0,Random,ms,137.0,14783688.0,2021-03-08 19:53:22.181365-06:00
memory,1.0,8192.0,Reelay,once[8192:8192] {x > 0.5},49152.0,Increasing,ms,224250.0,65191944.0,2021-03-08 20:07:56.135778-06:00
memory,0.0,64.0,lattice-monitor,once[0:64] x > 0.5,200000.0,Random,ms,162.063837051,149235376.0,2021-03-08 12:02:24.248866-06:00
memory,6.0,4096.0,lattice-monitor,x > 0 since[4096:8192] x > 0.5,200000.0,Random,ms,860.819101334,172401416.0,2021-03-08 12:21:54.521750-06:00
memory,3.0,128.0,Reelay,once[128:] {x > 0.5},768.0,Decreasing,ms,15.0,18366864.0,2021-03-08 16:51:53.908115-06:00
memory,4.0,8192.0,Reelay,{x > 0.0} since[0:8192] {x > 0.5},49152.0,Increasing,ms,897.0,9521768.0,2021-03-08 17:37:58.491605-06:00
memory,0.0,8192.0,semiring-monitor,once[0:8192] x > 0.5,10000000.0,Increasing,ms,1036.0,1571744.0,2021-03-08 15:41:54.875735-06:00
memory,5.0,2048.0,semiring-monitor,x > 0.5 since[2048:2048] x > 0,10000000.0,Random,ms,1581.0,1250520.0,2021-03-08 13:51:49.648387-06:00
memory,0.0,512.0,lattice-monitor,once[0:512] x > 0.5,200000.0,Random,ms,163.899898529,149235376.0,2021-03-08 15:20:12.959280-06:00
memory,5.0,4096.0,semiring-monitor,x > 0.5 since[4096:4096] x > 0,10000000.0,Random,ms,1590.0,2430096.0,2021-03-08 14:00:50.868397-06:00
memory,2.0,65536.0,lattice-monitor,once[65536:131072] x > 0.5,200000.0,Random,ms,490.897893906,327072248.0,2021-03-08 16:36:43.711619-06:00
memory,6.0,64.0,Reelay,{x > 0.0} since[64:128] {x > 0.5},384.0,Random,ms,23.0,16671096.0,2021-03-08 13:42:40.172818-06:00
memory,7.0,1024.0,semiring-monitor,x > 0.5 since[1024:] x > 0,10000000.0,Decreasing,ms,2239.0,626392.0,2021-03-08 15:23:50.951105-06:00
memory,6.0,1024.0,lattice-monitor,x > 0 since[1024:2048] x > 0.5,200000.0,Increasing,ms,734.999895096,162649944.0,2021-03-08 13:48:46.395802-06:00
memory,0.0,131072.0,lattice-monitor,once[0:131072] x > 0.5,200000.0,Decreasing,ms,330.827951431,329054752.0,2021-03-08 18:12:45.317472-06:00
memory,6.0,128.0,semiring-monitor,x > 0.5 since[128:256] x > 0,10000000.0,Increasing,ms,2678.0,187704.0,2021-03-08 16:52:25.408119-06:00
memory,6.0,65536.0,lattice-monitor,x > 0 since[65536:131072] x > 0.5,200000.0,Random,ms,1081.13694191,463629296.0,2021-03-08 18:12:13.612870-06:00
memory,1.0,64.0,lattice-monitor,once[64:64] x > 0.5,200000.0,Increasing,ms,69.0531730652,149235376.0,2021-03-08 13:41:57.323115-06:00
memory,0.0,32.0,semiring-monitor,once[0:32] x > 0.5,10000000.0,Random,ms,1069.0,68576.0,2021-03-08 12:00:18.426271-06:00
memory,6.0,262144.0,semiring-monitor,x > 0.5 since[262144:524288] x > 0,10000000.0,Increasing,ms,2680.0,213990968.0,2021-03-08 16:40:56.311819-06:00
memory,0.0,32.0,semiring-monitor,once[0:32] x > 0.5,10000000.0,Increasing,ms,1059.0,70432.0,2021-03-08 15:14:04.373535-06:00
memory,2.0,256.0,lattice-monitor,once[256:512] x > 0.5,200000.0,Random,ms,194.863080978,149235376.0,2021-03-08 13:44:42.991574-06:00
memory,0.0,32.0,Reelay,once[0:32] {x > 0.5},100000.0,Increasing,ms,796.0,9913880.0,2021-03-08 16:48:03.436433-06:00
memory,6.0,2048.0,Reelay,{x > 0.0} since[2048:4096] {x > 0.5},12288.0,Increasing,ms,30711.0,43538864.0,2021-03-08 17:00:24.293191-06:00
memory,3.0,8192.0,semiring-monitor,once[8192:] x > 0.5,10000000.0,Increasing,ms,669.0,62032.0,2021-03-08 14:28:51.257193-06:00
memory,6.0,32768.0,lattice-monitor,x > 0 since[32768:65536] x > 0.5,200000.0,Increasing,ms,986.129045486,290754376.0,2021-03-08 15:02:03.017439-06:00
memory,5.0,1024.0,semiring-monitor,x > 0.5 since[1024:1024] x > 0,10000000.0,Random,ms,1573.0,634048.0,2021-03-08 13:48:32.957322-06:00
memory,4.0,64.0,Reelay,{x > 0.0} since[0:64] {x > 0.5},384.0,Increasing,ms,20.0,14341792.0,2021-03-08 16:50:40.294608-06:00
memory,7.0,256.0,Reelay,{x > 0.0} since[256:] {x > 0.5},1536.0,Increasing,ms,489.0,9992496.0,2021-03-08 13:45:44.261444-06:00
memory,3.0,16.0,semiring-monitor,once[16:] x > 0.5,10000000.0,Decreasing,ms,692.0,63800.0,2021-03-08 13:38:27.915888-06:00
memory,5.0,64.0,semiring-monitor,x > 0.5 since[64:64] x > 0,10000000.0,Decreasing,ms,1621.0,104632.0,2021-03-08 12:03:15.692238-06:00
memory,6.0,128.0,lattice-monitor,x > 0 since[128:256] x > 0.5,200000.0,Random,ms,589.009046555,149235376.0,2021-03-08 12:04:39.942305-06:00
memory,0.0,8192.0,lattice-monitor,once[0:8192] x > 0.5,200000.0,Random,ms,240.035057068,205934856.0,2021-03-08 15:41:49.586158-06:00
memory,2.0,2048.0,Reelay,once[2048:4096] {x > 0.5},12288.0,Decreasing,ms,29026.0,39412760.0,2021-03-08 16:58:43.099747-06:00
memory,1.0,512.0,lattice-monitor,once[512:512] x > 0.5,200000.0,Increasing,ms,76.7028331757,149235376.0,2021-03-08 12:06:46.504475-06:00
memory,5.0,65536.0,semiring-monitor,x > 0.5 since[65536:65536] x > 0,10000000.0,Decreasing,ms,1649.0,37818816.0,2021-03-08 18:12:11.476636-06:00
memory,2.0,65536.0,lattice-monitor,once[65536:131072] x > 0.5,200000.0,Random,ms,490.437030792,327072248.0,2021-03-08 15:02:36.671579-06:00
memory,5.0,262144.0,semiring-monitor,x > 0.5 since[262144:262144] x > 0,10000000.0,Random,ms,1710.0,151065408.0,2021-03-08 18:15:20.176605-06:00
memory,5.0,64.0,Reelay,{x > 0.0} since[64:64] {x > 0.5},10000.0,Random,ms,545.0,12832912.0,2021-03-08 19:15:18.718725-06:00
memory,1.0,4096.0,lattice-monitor,once[4096:4096] x > 0.5,200000.0,Increasing,ms,128.702878952,183567256.0,2021-03-08 17:03:45.031755-06:00
memory,4.0,2048.0,Reelay,{x > 0.0} since[0:2048] {x > 0.5},12288.0,Decreasing,ms,17175.0,25050752.0,2021-03-08 16:59:47.337373-06:00
memory,2.0,64.0,semiring-monitor,once[64:128] x > 0.5,10000000.0,Increasing,ms,1243.0,76736.0,2021-03-08 15:16:24.585099-06:00
memory,3.0,8192.0,semiring-monitor,once[8192:] x > 0.5,10000000.0,Random,ms,731.0,62032.0,2021-03-08 17:33:43.545865-06:00
memory,7.0,16.0,Reelay,{x > 0.0} since[16:] {x > 0.5},100000.0,Random,ms,1555.0,11001512.0,2021-03-08 13:39:21.899130-06:00
memory,6.0,2048.0,semiring-monitor,x > 0.5 since[2048:4096] x > 0,10000000.0,Increasing,ms,2716.0,1752536.0,2021-03-08 12:13:23.784069-06:00
memory,4.0,1024.0,lattice-monitor,x > 0 since[0:1024] x > 0.5,200000.0,Decreasing,ms,372.611045837,149235376.0,2021-03-08 13:48:23.405641-06:00
memory,0.0,1024.0,semiring-monitor,once[0:1024] x > 0.5,10000000.0,Increasing,ms,1037.0,252832.0,2021-03-08 16:55:48.148269-06:00
memory,7.0,256.0,Reelay,{x > 0.0} since[256:] {x > 0.5},1536.0,Increasing,ms,486.0,9992496.0,2021-03-08 15:20:04.676424-06:00
memory,4.0,16384.0,lattice-monitor,x > 0 since[0:16384] x > 0.5,200000.0,Increasing,ms,496.801137924,172020448.0,2021-03-08 15:00:25.727926-06:00
memory,5.0,1024.0,Reelay,{x > 0.0} since[1024:1024] {x > 0.5},10000.0,Random,ms,6147.0,24318720.0,2021-03-08 18:38:18.801418-06:00
memory,0.0,4096.0,semiring-monitor,once[0:4096] x > 0.5,10000000.0,Decreasing,ms,1054.0,783312.0,2021-03-08 13:55:12.004255-06:00
memory,3.0,8192.0,lattice-monitor,once[8192:] x > 0.5,200000.0,Random,ms,184.760093689,135317048.0,2021-03-08 17:33:41.804282-06:00
memory,3.0,16384.0,lattice-monitor,once[16384:] x > 0.5,200000.0,Increasing,ms,224.004030228,184158528.0,2021-03-08 16:34:30.997923-06:00
memory,7.0,16.0,Reelay,{x > 0.0} since[16:] {x > 0.5},100000.0,Random,ms,1593.0,11001512.0,2021-03-08 11:59:57.009917-06:00
memory,1.0,32.0,Reelay,once[32:32] {x > 0.5},10000.0,Decreasing,ms,268.0,12284952.0,2021-03-08 18:36:52.326340-06:00
memory,4.0,262144.0,semiring-monitor,x > 0.5 since[0:262144] x > 0,10000000.0,Random,ms,2294.0,52504208.0,2021-03-08 18:14:55.722327-06:00
memory,2.0,1024.0,semiring-monitor,once[1024:2048] x > 0.5,10000000.0,Random,ms,1064.0,252872.0,2021-03-08 13:47:44.981731-06:00
memory,0.0,64.0,semiring-monitor,once[0:64] x > 0.5,10000000.0,Random,ms,1059.0,74208.0,2021-03-08 16:50:06.271820-06:00
memory,1.0,128.0,lattice-monitor,once[128:128] x > 0.5,200000.0,Random,ms,71.396112442,149235376.0,2021-03-08 12:03:55.506025-06:00
memory,6.0,64.0,lattice-monitor,x > 0 since[64:128] x > 0.5,200000.0,Increasing,ms,568.837165833,149235376.0,2021-03-08 13:42:44.121415-06:00
memory,6.0,2048.0,Reelay,{x > 0.0} since[2048:4096] {x > 0.5},12288.0,Decreasing,ms,30091.0,36384056.0,2021-03-08 17:01:00.396493-06:00
memory,7.0,64.0,Reelay,{x > 0.0} since[64:] {x > 0.5},384.0,Increasing,ms,51.0,12669840.0,2021-03-08 16:51:17.324480-06:00
memory,3.0,64.0,lattice-monitor,once[64:] x > 0.5,200000.0,Decreasing,ms,125.072002411,149235376.0,2021-03-08 13:42:14.667503-06:00
memory,0.0,128.0,Reelay,once[0:128] {x > 0.5},768.0,Increasing,ms,15.0,18398288.0,2021-03-08 12:03:50.050387-06:00
memory,6.0,2048.0,lattice-monitor,x > 0 since[2048:4096] x > 0.5,200000.0,Random,ms,769.726037979,139817200.0,2021-03-08 12:12:46.115111-06:00
memory,7.0,32.0,Reelay,{x > 0.0} since[32:] {x > 0.5},100000.0,Increasing,ms,5709.0,9041048.0,2021-03-08 16:49:49.692465-06:00
memory,1.0,128.0,Reelay,once[128:128] {x > 0.5},10000.0,Random,ms,762.0,10560432.0,2021-03-08 18:37:05.502235-06:00
memory,4.0,131072.0,semiring-monitor,x > 0.5 since[0:131072] x > 0,10000000.0,Increasing,ms,2149.0,26289808.0,2021-03-08 16:38:14.005168-06:00
memory,3.0,2048.0,lattice-monitor,once[2048:] x > 0.5,200000.0,Increasing,ms,163.975000381,162649944.0,2021-03-08 12:11:45.241018-06:00
memory,7.0,16384.0,lattice-monitor,x > 0 since[16384:] x > 0.5,200000.0,Random,ms,653.694152832,198328384.0,2021-03-08 15:00:58.027272-06:00
memory,1.0,32768.0,semiring-monitor,once[32768:32768] x > 0.5,10000000.0,Random,ms,584.0,61384.0,2021-03-08 18:10:18.852084-06:00
memory,0.0,4096.0,lattice-monitor,once[0:4096] x > 0.5,200000.0,Decreasing,ms,218.198060989,185200016.0,2021-03-08 13:54:02.633902-06:00
memory,6.0,64.0,Reelay,{x > 0.0} since[64:128] {x > 0.5},384.0,Decreasing,ms,52.0,16983312.0,2021-03-08 12:03:29.052278-06:00
memory,5.0,512.0,lattice-monitor,x > 0 since[512:512] x > 0.5,200000.0,Decreasing,ms,529.337882996,149235376.0,2021-03-08 15:21:08.058179-06:00
memory,1.0,16.0,Reelay,once[16:16] {x > 0.5},10000.0,Increasing,ms,166.0,11351408.0,2021-03-08 19:15:02.699790-06:00
memory,5.0,16.0,Reelay,{x > 0.0} since[16:16] {x > 0.5},10000.0,Decreasing,ms,269.0,12773832.0,2021-03-08 19:15:06.935933-06:00
memory,4.0,8192.0,lattice-monitor,x > 0 since[0:8192] x > 0.5,200000.0,Random,ms,460.952997208,139817200.0,2021-03-08 14:28:55.519136-06:00
memory,2.0,524288.0,semiring-monitor,once[524288:1048576] x > 0.5,10000000.0,Decreasing,ms,1126.0,100826152.0,2021-03-08 18:17:54.617454-06:00
memory,4.0,64.0,Reelay,{x > 0.0} since[0:64] {x > 0.5},384.0,Increasing,ms,19.0,14341792.0,2021-03-08 12:03:00.612576-06:00
memory,4.0,512.0,semiring-monitor,x > 0.5 since[0:512] x > 0,10000000.0,Decreasing,ms,2198.0,179672.0,2021-03-08 12:07:22.052700-06:00
memory,4.0,256.0,Reelay,{x > 0.0} since[0:256] {x > 0.5},1536.0,Decreasing,ms,291.0,14633248.0,2021-03-08 13:45:09.914726-06:00
memory,3.0,4096.0,Reelay,once[4096:] {x > 0.5},24576.0,Increasing,ms,60295.0,37008880.0,2021-03-08 17:06:59.845436-06:00
memory,4.0,2048.0,Reelay,{x > 0.0} since[0:2048] {x > 0.5},12288.0,Increasing,ms,211.0,12888752.0,2021-03-08 16:59:42.798349-06:00
memory,4.0,1024.0,semiring-monitor,x > 0.5 since[0:1024] x > 0,10000000.0,Increasing,ms,2184.0,280208.0,2021-03-08 12:09:04.955727-06:00
memory,5.0,128.0,Reelay,{x > 0.0} since[128:128] {x > 0.5},10000.0,Decreasing,ms,923.0,12800336.0,2021-03-08 19:15:32.346220-06:00
memory,3.0,32.0,semiring-monitor,once[32:] x > 0.5,10000000.0,Increasing,ms,658.0,61984.0,2021-03-08 13:40:23.057039-06:00
memory,4.0,64.0,lattice-monitor,x > 0 since[0:64] x > 0.5,200000.0,Decreasing,ms,343.330144882,149235376.0,2021-03-08 12:03:04.213491-06:00
memory,6.0,2048.0,lattice-monitor,x > 0 since[2048:4096] x > 0.5,200000.0,Decreasing,ms,809.147119522,139817200.0,2021-03-08 13:52:38.614891-06:00
memory,0.0,32768.0,lattice-monitor,once[0:32768] x > 0.5,200000.0,Increasing,ms,310.68110466,198758504.0,2021-03-08 18:10:13.388264-06:00
memory,1.0,8192.0,Reelay,once[8192:8192] {x > 0.5},49152.0,Decreasing,ms,226443.0,80350160.0,2021-03-08 19:33:24.680438-06:00
memory,5.0,32768.0,lattice-monitor,x > 0 since[32768:32768] x > 0.5,200000.0,Increasing,ms,840.476036072,234754984.0,2021-03-08 18:10:51.823831-06:00
memory,7.0,2048.0,Reelay,{x > 0.0} since[2048:] {x > 0.5},12288.0,Increasing,ms,30197.0,40200088.0,2021-03-08 15:27:40.430417-06:00
memory,1.0,64.0,lattice-monitor,once[64:64] x > 0.5,200000.0,Decreasing,ms,69.3299770355,149235376.0,2021-03-08 15:16:18.273663-06:00
memory,6.0,16384.0,lattice-monitor,x > 0 since[16384:32768] x > 0.5,200000.0,Decreasing,ms,1039.22796249,232849400.0,2021-03-08 15:00:53.221288-06:00
memory,3.0,262144.0,semiring-monitor,once[262144:] x > 0.5,10000000.0,Increasing,ms,661.0,66016.0,2021-03-08 15:05:40.018690-06:00
