Experiment,FormulaNumber,Bound,Tool,Formula,StreamLength,InputType,TimeUnit,TimeElapsed,Memory,TimeStamp
memory,4.0,128.0,semiring-monitor,x > 0.5 since[0:128] x > 0,10000000.0,Random,ms,2177.0,100112.0,2021-03-08 13:43:39.784200-06:00
memory,7.0,512.0,lattice-monitor,x > 0 since[512:] x > 0.5,200000.0,Increasing,ms,413.333892822,149235376.0,2021-03-08 15:21:34.718184-06:00
memory,6.0,1024.0,Reelay,{x > 0.0} since[1024:2048] {x > 0.5},6144.0,Random,ms,130.0,11804224.0,2021-03-08 16:57:01.169123-06:00
memory,5.0,512.0,semiring-monitor,x > 0.5 since[512:512] x > 0,10000000.0,Decreasing,ms,1593.0,365784.0,2021-03-08 15:21:09.067754-06:00
memory,6.0,16.0,Reelay,{x > 0.0} since[16:32] {x > 0.5},100000.0,Decreasing,ms,3860.0,9464344.0,2021-03-08 16:47:31.534760-06:00
memory,6.0,64.0,lattice-monitor,x > 0 since[64:128] x > 0.5,200000.0,Increasing,ms,581.265926361,149235376.0,2021-03-08 12:03:22.870973-06:00
memory,2.0,512.0,Reelay,once[512:1024] {x > 0.5},3072.0,Increasing,ms,866.0,17845016.0,2021-03-08 15:20:31.436527-06:00
memory,6.0,16384.0,lattice-monitor,x > 0 since[16384:32768] x > 0.5,200000.0,Increasing,ms,1032.80997276,232849400.0,2021-03-08 18:09:49.749324-06:00
memory,5.0,16384.0,lattice-monitor,x > 0 since[16384:16384] x > 0.5,200000.0,Random,ms,749.428033829,197849112.0,2021-03-08 15:00:33.139606-06:00
memory,5.0,524288.0,semiring-monitor,x > 0.5 since[524288:524288] x > 0,10000000.0,Decreasing,ms,1631.0,289753232.0,2021-03-08 15:10:19.595427-06:00
memory,6.0,512.0,Reelay,{x > 0.0} since[512:1024] {x > 0.5},3072.0,Increasing,ms,1893.0,11881200.0,2021-03-08 12:07:40.328102-06:00
memory,0.0,2048.0,lattice-monitor,once[0:2048] x > 0.5,200000.0,Increasing,ms,184.348106384,149235376.0,2021-03-08 15:23:56.779615-06:00
memory,0.0,512.0,lattice-monitor,once[0:512] x > 0.5,200000.0,Decreasing,ms,169.265031815,149235376.0,2021-03-08 12:06:40.809110-06:00
memory,0.0,128.0,semiring-monitor,once[0:128] x > 0.5,10000000.0,Decreasing,ms,1073.0,85472.0,2021-03-08 12:03:53.969881-06:00
memory,1.0,128.0,lattice-monitor,once[128:128] x > 0.5,200000.0,Decreasing,ms,69.6730613708,149235376.0,2021-03-08 13:43:19.562061-06:00
memory,2.0,8192.0,Reelay,once[8192:16384] {x > 0.5},49152.0,Random,ms,368.0,12146600.0,2021-03-08 15:46:50.102589-06:00
memory,0.0,64.0,Reelay,once[0:64] {x > 0.5},384.0,Decreasing,ms,30.0,20019104.0,2021-03-08 16:50:11.393917-06:00
memory,1.0,65536.0,semiring-monitor,once[65536:65536] x > 0.5,10000000.0,Increasing,ms,549.0,63952.0,2021-03-08 16:36:40.932601-06:00
memory,0.0,512.0,semiring-monitor,once[0:512] x > 0.5,10000000.0,Increasing,ms,1039.0,158776.0,2021-03-08 15:20:17.450388-06:00
memory,6.0,128.0,Reelay,{x > 0.0} since[128:256] {x > 0.5},768.0,Increasing,ms,143.0,14279712.0,2021-03-08 13:44:06.600226-06:00
memory,2.0,16.0,semiring-monitor,once[16:32] x > 0.5,10000000.0,Decreasing,ms,1058.0,69632.0,2021-03-08 15:12:33.983212-06:00
memory,0.0,1024.0,lattice-monitor,once[0:1024] x > 0.5,200000.0,Random,ms,176.99098587,149235376.0,2021-03-08 12:08:08.670297-06:00
memory,2.0,8192.0,semiring-monitor,once[8192:16384] x > 0.5,10000000.0,Increasing,ms,1161.0,1571784.0,2021-03-08 14:16:20.061786-06:00
memory,3.0,2048.0,lattice-monitor,once[2048:] x > 0.5,200000.0,Increasing,ms,160.602807999,162649944.0,2021-03-08 15:25:19.261167-06:00
memory,2.0,256.0,Reelay,once[256:512] {x > 0.5},1536.0,Random,ms,23.0,17784312.0,2021-03-08 12:05:24.045204-06:00
memory,2.0,256.0,semiring-monitor,once[256:512] x > 0.5,10000000.0,Decreasing,ms,1061.0,112064.0,2021-03-08 13:44:51.116225-06:00
memory,1.0,2048.0,lattice-monitor,once[2048:2048] x > 0.5,200000.0,Increasing,ms,99.8969078064,162649944.0,2021-03-08 13:49:59.984434-06:00
memory,2.0,2048.0,lattice-monitor,once[2048:4096] x > 0.5,200000.0,Decreasing,ms,271.420001984,167137848.0,2021-03-08 16:58:42.349037-06:00
memory,7.0,4096.0,lattice-monitor,x > 0 since[4096:] x > 0.5,200000.0,Increasing,ms,535.424947739,149841584.0,2021-03-08 15:39:41.377067-06:00
memory,6.0,32.0,Reelay,{x > 0.0} since[32:64] {x > 0.5},100000.0,Random,ms,1819.0,9902672.0,2021-03-08 16:49:15.358557-06:00
memory,2.0,4096.0,lattice-monitor,once[4096:8192] x > 0.5,200000.0,Decreasing,ms,323.225021362,149841584.0,2021-03-08 17:04:52.595733-06:00
memory,7.0,512.0,lattice-monitor,x > 0 since[512:] x > 0.5,200000.0,Increasing,ms,422.163009644,149235376.0,2021-03-08 12:07:57.848914-06:00
memory,7.0,32.0,Reelay,{x > 0.0} since[32:] {x > 0.5},100000.0,Decreasing,ms,1696.0,14781320.0,2021-03-08 15:16:00.834360-06:00
memory,1.0,256.0,lattice-monitor,once[256:256] x > 0.5,200000.0,Increasing,ms,70.9409713745,149235376.0,2021-03-08 13:44:39.857623-06:00
memory,6.0,16.0,semiring-monitor,x > 0.5 since[16:32] x > 0,10000000.0,Increasing,ms,2679.0,96288.0,2021-03-08 11:59:43.775450-06:00
memory,5.0,64.0,Reelay,{x > 0.0} since[64:64] {x > 0.5},10000.0,Random,ms,546.0,12832912.0,2021-03-08 19:53:39.143003-06:00
memory,2.0,8192.0,lattice-monitor,once[8192:16384] x > 0.5,200000.0,Decreasing,ms,368.596076965,184637800.0,2021-03-08 15:50:53.668180-06:00
memory,1.0,128.0,Reelay,once[128:128] {x > 0.5},10000.0,Increasing,ms,803.0,13349920.0,2021-03-08 19:53:45.243047-06:00
memory,7.0,512.0,Reelay,{x > 0.0} since[512:] {x > 0.5},3072.0,Increasing,ms,1864.0,14855440.0,2021-03-08 13:47:15.304965-06:00
memory,1.0,524288.0,lattice-monitor,once[524288:524288] x > 0.5,3145728.0,Increasing,ms,3801.30720139,1303715328.0,2021-03-08 16:42:04.903054-06:00
memory,2.0,1024.0,semiring-monitor,once[1024:2048] x > 0.5,10000000.0,Decreasing,ms,1060.0,252872.0,2021-03-08 16:56:19.642790-06:00
memory,0.0,8192.0,Reelay,once[0:8192] {x > 0.5},49152.0,Decreasing,ms,284595.0,53447880.0,2021-03-08 15:41:57.078382-06:00
memory,4.0,64.0,lattice-monitor,x > 0 since[0:64] x > 0.5,200000.0,Random,ms,336.894989014,149235376.0,2021-03-08 13:42:17.264385-06:00
memory,0.0,524288.0,semiring-monitor,once[0:524288] x > 0.5,10000000.0,Decreasing,ms,1104.0,92425456.0,2021-03-08 18:17:06.853480-06:00
memory,2.0,4096.0,lattice-monitor,once[4096:8192] x > 0.5,200000.0,Random,ms,335.591077805,181800336.0,2021-03-08 17:03:48.477032-06:00
memory,4.0,256.0,Reelay,{x > 0.0} since[0:256] {x > 0.5},1536.0,Increasing,ms,38.0,17160336.0,2021-03-08 12:05:46.779104-06:00
memory,3.0,8192.0,semiring-monitor,once[8192:] x > 0.5,10000000.0,Increasing,ms,687.0,62032.0,2021-03-08 17:37:47.877829-06:00
memory,6.0,32768.0,semiring-monitor,x > 0.5 since[32768:65536] x > 0,10000000.0,Decreasing,ms,2678.0,24714112.0,2021-03-08 16:36:16.749192-06:00
memory,3.0,2048.0,lattice-monitor,once[2048:] x > 0.5,200000.0,Increasing,ms,160.049915314,162649944.0,2021-03-08 13:50:58.461023-06:00
memory,2.0,16384.0,semiring-monitor,once[16384:32768] x > 0.5,10000000.0,Decreasing,ms,1139.0,3212200.0,2021-03-08 15:00:14.842395-06:00
memory,2.0,1024.0,semiring-monitor,once[1024:2048] x > 0.5,10000000.0,Increasing,ms,1044.0,252920.0,2021-03-08 13:47:51.553456-06:00
memory,4.0,128.0,Reelay,{x > 0.0} since[0:128] {x > 0.5},768.0,Increasing,ms,25.0,15232112.0,2021-03-08 15:18:04.156051-06:00
memory,3.0,256.0,lattice-monitor,once[256:] x > 0.5,200000.0,Random,ms,127.943992615,149235376.0,2021-03-08 13:44:52.631604-06:00
memory,5.0,512.0,lattice-monitor,x > 0 since[512:512] x > 0.5,200000.0,Increasing,ms,536.005020142,149235376.0,2021-03-08 16:55:03.322067-06:00
memory,0.0,512.0,semiring-monitor,once[0:512] x > 0.5,10000000.0,Random,ms,1058.0,153080.0,2021-03-08 16:54:12.309794-06:00
memory,7.0,4096.0,Reelay,{x > 0.0} since[4096:] {x > 0.5},24576.0,Increasing,ms,124724.0,74513968.0,2021-03-08 17:14:07.654329-06:00
memory,7.0,32.0,lattice-monitor,x > 0 since[32:] x > 0.5,200000.0,Increasing,ms,362.52784729,149235376.0,2021-03-08 16:49:48.850932-06:00
memory,3.0,256.0,Reelay,once[256:] {x > 0.5},1536.0,Random,ms,19.0,16891808.0,2021-03-08 12:05:34.120579-06:00
memory,7.0,16.0,lattice-monitor,x > 0 since[16:] x > 0.5,200000.0,Increasing,ms,367.159843445,149235376.0,2021-03-08 15:13:44.290926-06:00
memory,1.0,262144.0,lattice-monitor,once[262144:262144] x > 0.5,1572864.0,Random,ms,1818.2451725,708189384.0,2021-03-08 18:14:10.982803-06:00
memory,6.0,512.0,lattice-monitor,x > 0 since[512:1024] x > 0.5,200000.0,Increasing,ms,659.718990326,149235376.0,2021-03-08 12:07:39.185041-06:00
memory,1.0,524288.0,semiring-monitor,once[524288:524288] x > 0.5,10000000.0,Random,ms,599.0,66016.0,2021-03-08 18:17:13.058473-06:00
memory,3.0,8192.0,semiring-monitor,once[8192:] x > 0.5,10000000.0,Decreasing,ms,747.0,61984.0,2021-03-08 14:28:54.273586-06:00
memory,1.0,1024.0,semiring-monitor,once[1024:1024] x > 0.5,10000000.0,Increasing,ms,552.0,63968.0,2021-03-08 15:22:00.655076-06:00
memory,5.0,32.0,semiring-monitor,x > 0.5 since[32:32] x > 0,10000000.0,Increasing,ms,1586.0,89280.0,2021-03-08 12:01:27.836352-06:00
memory,2.0,524288.0,lattice-monitor,once[524288:1048576] x > 0.5,3145728.0,Random,ms,7724.20811653,1796484696.0,2021-03-08 18:17:25.341021-06:00
memory,1.0,512.0,lattice-monitor,once[512:512] x > 0.5,200000.0,Decreasing,ms,75.131893158,149235376.0,2021-03-08 16:54:24.164367-06:00
memory,0.0,32768.0,lattice-monitor,once[0:32768] x > 0.5,200000.0,Increasing,ms,282.999038696,198758504.0,2021-03-08 16:35:22.410677-06:00
memory,0.0,256.0,Reelay,once[0:256] {x > 0.5},1536.0,Increasing,ms,21.0,19432552.0,2021-03-08 16:52:50.753719-06:00
memory,2.0,32.0,semiring-monitor,once[32:64] x > 0.5,10000000.0,Decreasing,ms,1058.0,72704.0,2021-03-08 16:48:32.837431-06:00
memory,4.0,4096.0,lattice-monitor,x > 0 since[0:4096] x > 0.5,200000.0,Increasing,ms,414.576053619,167137848.0,2021-03-08 13:59:31.024388-06:00
memory,0.0,64.0,semiring-monitor,once[0:64] x > 0.5,10000000.0,Random,ms,1066.0,74208.0,2021-03-08 15:16:07.547681-06:00
memory,2.0,1024.0,lattice-monitor,once[1024:2048] x > 0.5,200000.0,Increasing,ms,241.982936859,162649944.0,2021-03-08 13:47:46.505690-06:00
memory,3.0,8192.0,Reelay,once[8192:] {x > 0.5},49152.0,Increasing,ms,246091.0,99363288.0,2021-03-08 12:46:05.511311-06:00
memory,5.0,1024.0,Reelay,{x > 0.0} since[1024:1024] {x > 0.5},10000.0,Increasing,ms,12473.0,22327304.0,2021-03-08 19:16:43.127738-06:00
memory,3.0,2048.0,Reelay,once[2048:] {x > 0.5},12288.0,Increasing,ms,14473.0,20750920.0,2021-03-08 12:11:45.888091-06:00
memory,0.0,2048.0,semiring-monitor,once[0:2048] x > 0.5,10000000.0,Decreasing,ms,1086.0,422864.0,2021-03-08 13:49:56.777797-06:00
memory,5.0,64.0,semiring-monitor,x > 0.5 since[64:64] x > 0,10000000.0,Increasing,ms,1562.0,104632.0,2021-03-08 13:42:34.077538-06:00
memory,3.0,4096.0,lattice-monitor,once[4096:] x > 0.5,200000.0,Random,ms,169.487953186,162649944.0,2021-03-08 17:06:56.364490-06:00
memory,4.0,131072.0,lattice-monitor,x > 0 since[0:131072] x > 0.5,200000.0,Decreasing,ms,488.165855408,327637536.0,2021-03-08 15:04:12.265280-06:00
memory,3.0,16.0,Reelay,once[16:] {x > 0.5},100000.0,Decreasing,ms,682.0,10049776.0,2021-03-08 15:12:43.185005-06:00
memory,6.0,8192.0,lattice-monitor,x > 0 since[8192:16384] x > 0.5,200000.0,Decreasing,ms,932.31010437,178056720.0,2021-03-08 16:17:40.251313-06:00
memory,3.0,32768.0,semiring-monitor,once[32768:] x > 0.5,10000000.0,Increasing,ms,655.0,63976.0,2021-03-08 16:35:42.270222-06:00
memory,4.0,256.0,Reelay,{x > 0.0} since[0:256] {x > 0.5},1536.0,Increasing,ms,38.0,17160336.0,2021-03-08 13:45:05.649245-06:00
memory,3.0,16.0,semiring-monitor,once[16:] x > 0.5,10000000.0,Increasing,ms,662.0,61984.0,2021-03-08 13:38:24.684175-06:00
memory,3.0,4096.0,Reelay,once[4096:] {x > 0.5},24576.0,Decreasing,ms,181.0,15378568.0,2021-03-08 17:08:02.832635-06:00
memory,3.0,256.0,semiring-monitor,once[256:] x > 0.5,10000000.0,Decreasing,ms,681.0,62032.0,2021-03-08 15:19:19.875311-06:00
memory,1.0,4096.0,lattice-monitor,once[4096:4096] x > 0.5,200000.0,Random,ms,125.365972519,183567256.0,2021-03-08 15:29:36.356994-06:00
memory,1.0,64.0,semiring-monitor,once[64:64] x > 0.5,10000000.0,Increasing,ms,582.0,61984.0,2021-03-08 12:02:35.638652-06:00
memory,5.0,8192.0,semiring-monitor,x > 0.5 since[8192:8192] x > 0,10000000.0,Decreasing,ms,1708.0,4590784.0,2021-03-08 16:08:54.212666-06:00
memory,6.0,4096.0,lattice-monitor,x > 0 since[4096:8192] x > 0.5,200000.0,Decreasing,ms,855.175971985,172401416.0,2021-03-08 14:03:10.874848-06:00
memory,3.0,64.0,semiring-monitor,once[64:] x > 0.5,10000000.0,Random,ms,672.0,61984.0,2021-03-08 16:50:28.929847-06:00
memory,5.0,512.0,Reelay,{x > 0.0} since[512:512] {x > 0.5},10000.0,Increasing,ms,6365.0,15182832.0,2021-03-08 18:37:47.861053-06:00
memory,5.0,1024.0,semiring-monitor,x > 0.5 since[1024:1024] x > 0,10000000.0,Decreasing,ms,1619.0,606272.0,2021-03-08 12:09:23.775106-06:00
memory,1.0,16.0,Reelay,once[16:16] {x > 0.5},10000.0,Random,ms,140.0,14783688.0,2021-03-08 18:36:43.855528-06:00
memory,6.0,16384.0,lattice-monitor,x > 0 since[16384:32768] x > 0.5,200000.0,Decreasing,ms,985.987186432,232849400.0,2021-03-08 18:09:54.539135-06:00
memory,3.0,32.0,semiring-monitor,once[32:] x > 0.5,10000000.0,Decreasing,ms,693.0,61984.0,2021-03-08 12:01:02.477521-06:00
memory,2.0,524288.0,lattice-monitor,once[524288:1048576] x > 0.5,3145728.0,Increasing,ms,8282.40180016,1921395136.0,2021-03-08 18:17:35.500787-06:00
memory,4.0,524288.0,lattice-monitor,x > 0 since[0:524288] x > 0.5,3145728.0,Random,ms,7877.54607201,1032006848.0,2021-03-08 15:09:01.540876-06:00
memory,6.0,256.0,semiring-monitor,x > 0.5 since[256:512] x > 0,10000000.0,Increasing,ms,2647.0,290336.0,2021-03-08 13:45:30.102247-06:00
memory,2.0,8192.0,Reelay,once[8192:16384] {x > 0.5},49152.0,Increasing,ms,234451.0,64883472.0,2021-03-08 14:12:24.794305-06:00
memory,1.0,8192.0,semiring-monitor,once[8192:8192] x > 0.5,10000000.0,Decreasing,ms,590.0,62032.0,2021-03-08 17:21:17.308645-06:00
memory,2.0,128.0,semiring-monitor,once[128:256] x > 0.5,10000000.0,Increasing,ms,1029.0,88552.0,2021-03-08 16:51:43.481709-06:00
memory,0.0,32768.0,semiring-monitor,once[0:32768] x > 0.5,10000000.0,Decreasing,ms,1065.0,6093728.0,2021-03-08 16:35:25.486638-06:00
memory,4.0,4096.0,Reelay,{x > 0.0} since[0:4096] {x > 0.5},24576.0,Increasing,ms,402.0,14392376.0,2021-03-08 15:33:57.019196-06:00
memory,5.0,256.0,semiring-monitor,x > 0.5 since[256:256] x > 0,10000000.0,Increasing,ms,1551.0,218328.0,2021-03-08 13:45:17.650165-06:00
memory,2.0,131072.0,lattice-monitor,once[131072:262144] x > 0.5,200000.0,Decreasing,ms,454.997777939,499436320.0,2021-03-08 18:12:58.752756-06:00
memory,7.0,4096.0,lattice-monitor,x > 0 since[4096:] x > 0.5,200000.0,Increasing,ms,552.031993866,149841584.0,2021-03-08 17:14:06.611574-06:00
memory,1.0,128.0,Reelay,once[128:128] {x > 0.5},10000.0,Decreasing,ms,808.0,13060360.0,2021-03-08 19:53:46.868359-06:00
memory,4.0,128.0,Reelay,{x > 0.0} since[0:128] {x > 0.5},768.0,Increasing,ms,25.0,15232112.0,2021-03-08 16:52:01.034541-06:00
memory,0.0,2048.0,lattice-monitor,once[0:2048] x > 0.5,200000.0,Decreasing,ms,195.545911789,149235376.0,2021-03-08 13:49:38.488714-06:00
memory,5.0,512.0,semiring-monitor,x > 0.5 since[512:512] x > 0,10000000.0,Random,ms,1589.0,351424.0,2021-03-08 13:46:42.654410-06:00
memory,7.0,1024.0,lattice-monitor,x > 0 since[1024:] x > 0.5,200000.0,Decreasing,ms,450.720071793,149235376.0,2021-03-08 15:23:49.073586-06:00
memory,2.0,131072.0,semiring-monitor,once[131072:262144] x > 0.5,10000000.0,Decreasing,ms,1147.0,25232296.0,2021-03-08 15:03:57.368354-06:00
memory,4.0,32.0,lattice-monitor,x > 0 since[0:32] x > 0.5,200000.0,Random,ms,339.986085892,149235376.0,2021-03-08 12:01:03.631973-06:00
memory,5.0,8192.0,lattice-monitor,x > 0 since[8192:8192] x > 0.5,200000.0,Decreasing,ms,727.899074554,184158528.0,2021-03-08 16:08:52.987122-06:00
memory,0.0,524288.0,lattice-monitor,once[0:524288] x > 0.5,3145728.0,Decreasing,ms,5525.61807632,1032006848.0,2021-03-08 18:17:00.638748-06:00
memory,0.0,32.0,lattice-monitor,once[0:32] x > 0.5,200000.0,Increasing,ms,155.185937881,149235376.0,2021-03-08 13:39:44.503646-06:00
memory,4.0,8192.0,semiring-monitor,x > 0.5 since[0:8192] x > 0,10000000.0,Increasing,ms,2216.0,1713808.0,2021-03-08 16:03:47.188957-06:00
memory,6.0,65536.0,semiring-monitor,x > 0.5 since[65536:131072] x > 0,10000000.0,Decreasing,ms,2789.0,53557000.0,2021-03-08 18:12:25.090986-06:00
memory,6.0,8192.0,lattice-monitor,x > 0 since[8192:16384] x > 0.5,200000.0,Random,ms,961.348056793,178056720.0,2021-03-08 16:08:56.411072-06:00
memory,1.0,2048.0,Reelay,once[2048:2048] {x > 0.5},12288.0,Decreasing,ms,13848.0,36356984.0,2021-03-08 19:55:53.313094-06:00
memory,2.0,64.0,semiring-monitor,once[64:128] x > 0.5,10000000.0,Decreasing,ms,1062.0,76736.0,2021-03-08 16:50:25.978218-06:00
memory,5.0,128.0,lattice-monitor,x > 0 since[128:128] x > 0.5,200000.0,Increasing,ms,480.909109116,149235376.0,2021-03-08 13:43:54.321204-06:00
memory,7.0,128.0,semiring-monitor,x > 0.5 since[128:] x > 0,10000000.0,Decreasing,ms,2182.0,147864.0,2021-03-08 16:52:44.489422-06:00
memory,7.0,131072.0,lattice-monitor,x > 0 since[131072:] x > 0.5,200000.0,Increasing,ms,648.571014404,559801944.0,2021-03-08 16:38:48.207867-06:00
memory,2.0,65536.0,semiring-monitor,once[65536:131072] x > 0.5,10000000.0,Random,ms,1048.0,12649336.0,2021-03-08 15:02:37.668934-06:00
memory,2.0,16384.0,semiring-monitor,once[16384:32768] x > 0.5,10000000.0,Random,ms,1049.0,3212152.0,2021-03-08 16:34:22.851177-06:00
memory,3.0,524288.0,semiring-monitor,once[524288:] x > 0.5,10000000.0,Decreasing,ms,720.0,66016.0,2021-03-08 18:18:13.203492-06:00
memory,5.0,16384.0,lattice-monitor,x > 0 since[16384:16384] x > 0.5,200000.0,Increasing,ms,711.856126785,205470656.0,2021-03-08 16:34:48.564745-06:00
memory,4.0,1024.0,lattice-monitor,x > 0 since[0:1024] x > 0.5,200000.0,Decreasing,ms,405.10892868,149235376.0,2021-03-08 16:56:41.769710-06:00
memory,3.0,128.0,Reelay,once[128:] {x > 0.5},768.0,Decreasing,ms,15.0,18366864.0,2021-03-08 15:17:57.105707-06:00
memory,5.0,16.0,Reelay,{x > 0.0} since[16:16] {x > 0.5},10000.0,Random,ms,265.0,8769936.0,2021-03-08 18:36:46.808774-06:00
memory,7.0,128.0,semiring-monitor,x > 0.5 since[128:] x > 0,10000000.0,Increasing,ms,2211.0,147864.0,2021-03-08 16:52:40.109907-06:00
memory,3.0,64.0,lattice-monitor,once[64:] x > 0.5,200000.0,Random,ms,126.524925232,149235376.0,2021-03-08 16:50:27.499783-06:00
memory,1.0,32768.0,lattice-monitor,once[32768:32768] x > 0.5,200000.0,Increasing,ms,190.358161926,205949928.0,2021-03-08 16:35:28.728332-06:00
memory,0.0,64.0,Reelay,once[0:64] {x > 0.5},384.0,Random,ms,13.0,16442480.0,2021-03-08 13:41:47.346315-06:00
memory,7.0,32768.0,semiring-monitor,x > 0.5 since[32768:] x > 0,10000000.0,Random,ms,2242.0,19473648.0,2021-03-08 15:02:13.652192-06:00
memory,3.0,8192.0,lattice-monitor,once[8192:] x > 0.5,200000.0,Random,ms,182.945013046,135317048.0,2021-03-08 12:46:01.892006-06:00
memory,2.0,32.0,semiring-monitor,once[32:64] x > 0.5,10000000.0,Decreasing,ms,1070.0,72704.0,2021-03-08 12:00:50.603635-06:00
memory,0.0,64.0,Reelay,once[0:64] {x > 0.5},384.0,Random,ms,13.0,16442480.0,2021-03-08 12:02:24.899683-06:00
memory,3.0,65536.0,lattice-monitor,once[65536:] x > 0.5,200000.0,Increasing,ms,289.192199707,247181376.0,2021-03-08 18:11:47.759553-06:00
memory,7.0,1024.0,semiring-monitor,x > 0.5 since[1024:] x > 0,10000000.0,Increasing,ms,2167.0,681200.0,2021-03-08 13:49:25.192626-06:00
memory,5.0,64.0,semiring-monitor,x > 0.5 since[64:64] x > 0,10000000.0,Random,ms,1593.0,104632.0,2021-03-08 16:50:48.996475-06:00
memory,7.0,64.0,semiring-monitor,x > 0.5 since[64:] x > 0,10000000.0,Decreasing,ms,2217.0,111488.0,2021-03-08 12:03:43.669338-06:00
memory,1.0,2048.0,Reelay,once[2048:2048] {x > 0.5},12288.0,Random,ms,14329.0,34831352.0,2021-03-08 19:17:03.372220-06:00
memory,6.0,64.0,Reelay,{x > 0.0} since[64:128] {x > 0.5},384.0,Decreasing,ms,49.0,16983312.0,2021-03-08 16:51:08.155684-06:00
memory,5.0,32.0,semiring-monitor,x > 0.5 since[32:32] x > 0,10000000.0,Increasing,ms,1608.0,89280.0,2021-03-08 15:15:09.450506-06:00
memory,2.0,512.0,lattice-monitor,once[512:1024] x > 0.5,200000.0,Decreasing,ms,215.378046036,149235376.0,2021-03-08 16:54:32.755639-06:00
memory,5.0,128.0,semiring-monitor,x > 0.5 since[128:128] x > 0,10000000.0,Increasing,ms,1560.0,139984.0,2021-03-08 15:18:15.918078-06:00
memory,5.0,1024.0,lattice-monitor,x > 0 since[1024:1024] x > 0.5,200000.0,Random,ms,580.231904984,149235376.0,2021-03-08 15:22:51.673200-06:00
memory,5.0,4096.0,semiring-monitor,x > 0.5 since[4096:4096] x > 0,10000000.0,Decreasing,ms,1608.0,2329792.0,2021-03-08 14:00:57.212321-06:00
memory,1.0,1024.0,semiring-monitor,once[1024:1024] x > 0.5,10000000.0,Decreasing,ms,584.0,62080.0,2021-03-08 12:08:25.939076-06:00
memory,7.0,32768.0,semiring-monitor,x > 0.5 since[32768:] x > 0,10000000.0,Increasing,ms,2197.0,19473648.0,2021-03-08 16:36:24.884141-06:00
memory,1.0,1024.0,semiring-monitor,once[1024:1024] x > 0.5,10000000.0,Decreasing,ms,579.0,62080.0,2021-03-08 13:47:42.367846-06:00
memory,4.0,2048.0,lattice-monitor,x > 0 since[0:2048] x > 0.5,200000.0,Random,ms,386.777877808,149235376.0,2021-03-08 13:51:18.002067-06:00
memory,7.0,16384.0,semiring-monitor,x > 0.5 since[16384:] x > 0,10000000.0,Decreasing,ms,2370.0,9774320.0,2021-03-08 15:01:07.018010-06:00
memory,3.0,524288.0,lattice-monitor,once[524288:] x > 0.5,3145728.0,Decreasing,ms,3830.22093773,708228208.0,2021-03-08 18:18:08.705955-06:00
memory,4.0,1024.0,semiring-monitor,x > 0.5 since[0:1024] x > 0,10000000.0,Increasing,ms,2138.0,280208.0,2021-03-08 15:22:40.533745-06:00
memory,5.0,2048.0,semiring-monitor,x > 0.5 since[2048:2048] x > 0,10000000.0,Decreasing,ms,1591.0,1199296.0,2021-03-08 13:51:55.903740-06:00
memory,1.0,512.0,Reelay,once[512:512] {x > 0.5},10000.0,Random,ms,2888.0,13769872.0,2021-03-08 19:15:50.111167-06:00
memory,7.0,131072.0,semiring-monitor,x > 0.5 since[131072:] x > 0,10000000.0,Decreasing,ms,2359.0,77669616.0,2021-03-08 18:13:53.638902-06:00
memory,1.0,1024.0,lattice-monitor,once[1024:1024] x > 0.5,200000.0,Random,ms,85.1898193359,149235376.0,2021-03-08 12:08:22.157358-06:00
memory,5.0,4096.0,lattice-monitor,x > 0 since[4096:4096] x > 0.5,200000.0,Increasing,ms,659.439086914,149841584.0,2021-03-08 17:09:33.165463-06:00
memory,0.0,256.0,Reelay,once[0:256] {x > 0.5},1536.0,Decreasing,ms,274.0,10891768.0,2021-03-08 15:18:56.082323-06:00
memory,1.0,2048.0,lattice-monitor,once[2048:2048] x > 0.5,200000.0,Decreasing,ms,97.3751544952,162649944.0,2021-03-08 12:10:47.508341-06:00
memory,5.0,1024.0,Reelay,{x > 0.0} since[1024:1024] {x > 0.5},10000.0,Random,ms,6115.0,24318720.0,2021-03-08 19:54:56.530143-06:00
memory,0.0,64.0,semiring-monitor,once[0:64] x > 0.5,10000000.0,Decreasing,ms,1101.0,74208.0,2021-03-08 12:02:31.859798-06:00
memory,3.0,32.0,lattice-monitor,once[32:] x > 0.5,200000.0,Random,ms,125.365018845,149235376.0,2021-03-08 15:14:33.825913-06:00
memory,3.0,1024.0,semiring-monitor,once[1024:] x > 0.5,10000000.0,Increasing,ms,657.0,63968.0,2021-03-08 15:22:30.516066-06:00
memory,0.0,2048.0,lattice-monitor,once[0:2048] x > 0.5,200000.0,Random,ms,189.287900925,149235376.0,2021-03-08 16:57:51.002759-06:00
memory,2.0,1024.0,Reelay,once[1024:2048] {x > 0.5},6144.0,Random,ms,55.0,11363872.0,2021-03-08 12:08:27.724046-06:00
memory,3.0,128.0,semiring-monitor,once[128:] x > 0.5,10000000.0,Increasing,ms,666.0,62024.0,2021-03-08 12:04:13.702358-06:00
memory,3.0,16.0,Reelay,once[16:] {x > 0.5},100000.0,Decreasing,ms,697.0,10049776.0,2021-03-08 13:38:26.408890-06:00
memory,5.0,1024.0,lattice-monitor,x > 0 since[1024:1024] x > 0.5,200000.0,Random,ms,582.276105881,149235376.0,2021-03-08 16:56:50.527014-06:00
