Experiment,FormulaNumber,Bound,Tool,Formula,StreamLength,TimeUnit,TimeElapsed,Memory,TimeStamp,InputType
memory,3.0,64.0,Reelay,once[64:] {x > 0.5},100000.0,ms,78.0,138401.0,2021-03-01 19:05:31.965262-06:00,Random
memory,4.0,128.0,Reelay,{x > 0.0} since[0:128] {x > 0.5},100000.0,ms,444.0,138359.0,2021-03-01 18:46:31.844071-06:00,Random
memory,1.0,4096.0,lattice-monitor,once[4096:4096] x > 0.5,2000000.0,ms,198.704957962,5055634.0,2021-03-01 19:27:32.451060-06:00,Random
memory,7.0,131072.0,Reelay,{x > 0.0} since[131072:] {x > 0.5},786432.0,ms,3513.0,138359.0,2021-03-01 18:12:42.053940-06:00,Random
memory,7.0,256.0,Reelay,{x > 0.0} since[256:] {x > 0.5},100000.0,ms,430.0,138631.0,2021-03-01 19:06:38.273950-06:00,Random
memory,0.0,65536.0,lattice-monitor,once[0:65536] x > 0.5,2000000.0,ms,546.878099442,6059186.0,2021-03-01 18:40:41.151503-06:00,Random
memory,6.0,131072.0,semiring-monitor,x > 0.5 since[131072:262144] x > 0,100000000.0,ms,3962.0,4268725.0,2021-03-01 19:20:40.462473-06:00,Random
memory,3.0,4096.0,lattice-monitor,once[4096:] x > 0.5,2000000.0,ms,243.812084198,4543602.0,2021-03-01 18:09:46.478193-06:00,Random
memory,5.0,8192.0,Reelay,{x > 0.0} since[8192:8192] {x > 0.5},32768.0,ms,82587.0,138431.0,2021-03-02 08:41:34.634117-06:00,Random
memory,2.0,16384.0,lattice-monitor,once[16384:32768] x > 0.5,2000000.0,ms,630.51700592,6108338.0,2021-03-01 18:59:14.716753-06:00,Random
memory,4.0,524288.0,lattice-monitor,x > 0 since[0:524288] x > 0.5,2000000.0,ms,908.517122269,8617298.0,2021-03-01 18:33:55.305785-06:00,Random
memory,5.0,32768.0,semiring-monitor,x > 0.5 since[32768:32768] x > 0,100000000.0,ms,2274.0,860820.0,2021-03-01 18:11:17.410193-06:00,Random
memory,4.0,4096.0,semiring-monitor,x > 0.5 since[0:4096] x > 0,100000000.0,ms,3251.0,107181.0,2021-03-01 18:09:49.522920-06:00,Random
memory,5.0,2048.0,semiring-monitor,x > 0.5 since[2048:2048] x > 0,100000000.0,ms,2251.0,123539.0,2021-03-01 18:58:03.131802-06:00,Random
memory,4.0,64.0,lattice-monitor,x > 0 since[0:64] x > 0.5,2000000.0,ms,496.984958649,4031570.0,2021-03-01 18:07:13.878302-06:00,Random
memory,7.0,16.0,lattice-monitor,x > 0 since[16:] x > 0.5,2000000.0,ms,583.072900772,4031570.0,2021-03-01 18:16:20.493735-06:00,Random
memory,6.0,512.0,lattice-monitor,x > 0 since[512:1024] x > 0.5,2000000.0,ms,1057.95502663,4031570.0,2021-03-01 18:57:13.437559-06:00,Random
memory,2.0,256.0,semiring-monitor,once[256:512] x > 0.5,100000000.0,ms,1308.0,76412.0,2021-03-01 19:25:50.455463-06:00,Random
memory,0.0,65536.0,semiring-monitor,once[0:65536] x > 0.5,100000000.0,ms,1337.0,598656.0,2021-03-01 18:11:33.008890-06:00,Random
memory,3.0,512.0,lattice-monitor,once[512:] x > 0.5,2000000.0,ms,214.734077454,4031570.0,2021-03-01 18:27:53.386242-06:00,Random
memory,0.0,16.0,semiring-monitor,once[0:16] x > 0.5,100000000.0,ms,1328.0,74493.0,2021-03-01 18:06:17.359257-06:00,Random
memory,0.0,65536.0,Reelay,once[0:65536] {x > 0.5},100000.0,ms,147.0,138329.0,2021-03-01 18:50:25.105573-06:00,Random
memory,1.0,32.0,semiring-monitor,once[32:32] x > 0.5,100000000.0,ms,677.0,74355.0,2021-03-01 18:16:27.565529-06:00,Random
memory,2.0,524288.0,semiring-monitor,once[524288:1048576] x > 0.5,100000000.0,ms,1327.0,4268671.0,2021-03-01 19:22:27.565764-06:00,Random
memory,7.0,64.0,Reelay,{x > 0.0} since[64:] {x > 0.5},100000.0,ms,438.0,138353.0,2021-03-01 18:46:20.517485-06:00,Random
memory,0.0,4096.0,Reelay,once[0:4096] {x > 0.5},100000.0,ms,153.0,138353.0,2021-03-01 18:19:24.409841-06:00,Random
memory,3.0,128.0,semiring-monitor,once[128:] x > 0.5,100000000.0,ms,888.0,74356.0,2021-03-01 18:17:21.215240-06:00,Random
memory,1.0,512.0,Reelay,once[512:512] {x > 0.5},100000.0,ms,15818.0,138401.0,2021-03-02 09:29:24.522199-06:00,Random
memory,0.0,16.0,lattice-monitor,once[0:16] x > 0.5,2000000.0,ms,252.143859863,4031570.0,2021-03-01 19:14:20.087687-06:00,Random
memory,3.0,128.0,Reelay,once[128:] {x > 0.5},100000.0,ms,63.0,138353.0,2021-03-01 19:15:41.368245-06:00,Random
memory,3.0,512.0,Reelay,once[512:] {x > 0.5},100000.0,ms,59.0,138353.0,2021-03-01 18:08:28.482571-06:00,Random
memory,0.0,4096.0,Reelay,once[0:4096] {x > 0.5},100000.0,ms,158.0,138353.0,2021-03-01 19:27:30.679578-06:00,Random
memory,5.0,64.0,lattice-monitor,x > 0 since[64:64] x > 0.5,2000000.0,ms,764.183044434,4031570.0,2021-03-01 18:36:27.117666-06:00,Random
memory,4.0,8192.0,lattice-monitor,x > 0 since[0:8192] x > 0.5,2000000.0,ms,666.145801544,4572242.0,2021-03-01 18:39:24.261478-06:00,Random
memory,3.0,2048.0,Reelay,once[2048:] {x > 0.5},100000.0,ms,61.0,138401.0,2021-03-01 18:57:56.033635-06:00,Random
memory,5.0,16.0,semiring-monitor,x > 0.5 since[16:16] x > 0,100000000.0,ms,2265.0,74769.0,2021-03-01 19:14:32.252952-06:00,Random
memory,3.0,256.0,lattice-monitor,once[256:] x > 0.5,2000000.0,ms,183.063983917,4031570.0,2021-03-01 19:25:51.825712-06:00,Random
memory,3.0,128.0,semiring-monitor,once[128:] x > 0.5,100000000.0,ms,897.0,74356.0,2021-03-01 18:27:03.248649-06:00,Random
memory,1.0,512.0,lattice-monitor,once[512:512] x > 0.5,2000000.0,ms,118.741035461,4031570.0,2021-03-01 19:26:14.160237-06:00,Random
memory,1.0,128.0,lattice-monitor,once[128:128] x > 0.5,2000000.0,ms,101.402997971,4031570.0,2021-03-01 18:17:17.752916-06:00,Random
memory,6.0,8192.0,semiring-monitor,x > 0.5 since[8192:16384] x > 0,100000000.0,ms,3985.0,336563.0,2021-03-01 19:18:29.722477-06:00,Random
memory,3.0,262144.0,lattice-monitor,once[262144:] x > 0.5,2000000.0,ms,416.041135788,8617298.0,2021-03-01 19:21:08.905759-06:00,Random
memory,0.0,256.0,lattice-monitor,once[0:256] x > 0.5,2000000.0,ms,233.685970306,4031570.0,2021-03-01 18:56:33.418131-06:00,Random
memory,4.0,512.0,semiring-monitor,x > 0.5 since[0:512] x > 0,100000000.0,ms,3242.0,78508.0,2021-03-01 18:18:14.252838-06:00,Random
memory,2.0,1024.0,lattice-monitor,once[1024:2048] x > 0.5,2000000.0,ms,363.676071167,4031570.0,2021-03-01 18:57:27.506585-06:00,Random
memory,6.0,262144.0,semiring-monitor,x > 0.5 since[262144:524288] x > 0,100000000.0,ms,3983.0,8463029.0,2021-03-01 19:41:16.250724-06:00,Random
memory,4.0,524288.0,Reelay,{x > 0.0} since[0:524288] {x > 0.5},3145728.0,ms,13712.0,138359.0,2021-03-01 19:03:07.590163-06:00,Random
memory,3.0,16384.0,semiring-monitor,once[16384:] x > 0.5,100000000.0,ms,887.0,74358.0,2021-03-01 19:18:45.475336-06:00,Random
memory,1.0,131072.0,semiring-monitor,once[131072:131072] x > 0.5,100000000.0,ms,681.0,74359.0,2021-03-01 18:41:15.345588-06:00,Random
memory,2.0,16384.0,Reelay,once[16384:32768] {x > 0.5},100000.0,ms,173.0,138353.0,2021-03-01 18:39:48.564480-06:00,Random
memory,5.0,524288.0,lattice-monitor,x > 0 since[524288:524288] x > 0.5,2000000.0,ms,1484.60698128,8617298.0,2021-03-01 19:23:02.113165-06:00,Random
memory,5.0,64.0,lattice-monitor,x > 0 since[64:64] x > 0.5,2000000.0,ms,753.720998764,4031570.0,2021-03-01 18:17:01.799572-06:00,Random
memory,4.0,524288.0,lattice-monitor,x > 0 since[0:524288] x > 0.5,2000000.0,ms,907.444953918,8617298.0,2021-03-01 18:14:29.752717-06:00,Random
memory,7.0,524288.0,Reelay,{x > 0.0} since[524288:] {x > 0.5},3145728.0,ms,14417.0,137527.0,2021-03-01 19:33:23.674601-06:00,Random
memory,2.0,8192.0,lattice-monitor,once[8192:16384] x > 0.5,2000000.0,ms,558.228969574,5612690.0,2021-03-01 19:37:44.083462-06:00,Random
memory,0.0,524288.0,semiring-monitor,once[0:524288] x > 0.5,100000000.0,ms,1344.0,4268673.0,2021-03-01 18:43:20.530177-06:00,Random
memory,7.0,262144.0,semiring-monitor,x > 0.5 since[262144:] x > 0,100000000.0,ms,3397.0,6365861.0,2021-03-01 18:52:52.044805-06:00,Random
memory,2.0,65536.0,lattice-monitor,once[65536:131072] x > 0.5,2000000.0,ms,802.38699913,7578898.0,2021-03-01 19:29:25.185098-06:00,Random
memory,4.0,64.0,lattice-monitor,x > 0 since[0:64] x > 0.5,2000000.0,ms,496.419906616,4031570.0,2021-03-01 19:34:46.098563-06:00,Random
memory,3.0,262144.0,lattice-monitor,once[262144:] x > 0.5,2000000.0,ms,425.434827805,6786290.0,2021-03-01 18:42:14.000322-06:00,Random
memory,0.0,262144.0,semiring-monitor,once[0:262144] x > 0.5,100000000.0,ms,1343.0,2171521.0,2021-03-01 19:20:59.278767-06:00,Random
memory,0.0,64.0,lattice-monitor,once[0:64] x > 0.5,2000000.0,ms,226.665973663,4031570.0,2021-03-01 18:26:32.319317-06:00,Random
memory,2.0,128.0,lattice-monitor,once[128:256] x > 0.5,2000000.0,ms,291.251182556,4031570.0,2021-03-01 19:15:38.989747-06:00,Random
memory,2.0,64.0,Reelay,once[64:128] {x > 0.5},100000.0,ms,159.0,138601.0,2021-03-01 18:07:10.674002-06:00,Random
memory,2.0,16384.0,lattice-monitor,once[16384:32768] x > 0.5,2000000.0,ms,633.208036423,5612690.0,2021-03-01 18:20:21.763728-06:00,Random
memory,1.0,262144.0,semiring-monitor,once[262144:262144] x > 0.5,100000000.0,ms,682.0,74359.0,2021-03-01 19:40:30.473842-06:00,Random
memory,5.0,256.0,lattice-monitor,x > 0 since[256:256] x > 0.5,2000000.0,ms,806.010961533,4031570.0,2021-03-01 18:27:34.161257-06:00,Random
memory,4.0,1024.0,Reelay,{x > 0.0} since[0:1024] {x > 0.5},100000.0,ms,444.0,138359.0,2021-03-01 19:16:59.666171-06:00,Random
memory,4.0,262144.0,lattice-monitor,x > 0 since[0:262144] x > 0.5,2000000.0,ms,902.751207352,8617298.0,2021-03-01 18:22:51.249880-06:00,Random
memory,7.0,65536.0,Reelay,{x > 0.0} since[65536:] {x > 0.5},100000.0,ms,518.0,138359.0,2021-03-01 19:29:46.746122-06:00,Random
memory,2.0,65536.0,lattice-monitor,once[65536:131072] x > 0.5,2000000.0,ms,777.460098267,7578898.0,2021-03-01 18:50:28.101011-06:00,Random
memory,4.0,256.0,semiring-monitor,x > 0.5 since[0:256] x > 0,100000000.0,ms,3261.0,76460.0,2021-03-01 18:37:14.375323-06:00,Random
memory,4.0,4096.0,semiring-monitor,x > 0.5 since[0:4096] x > 0,100000000.0,ms,3272.0,107181.0,2021-03-01 18:38:58.640907-06:00,Random
memory,4.0,128.0,lattice-monitor,x > 0 since[0:128] x > 0.5,2000000.0,ms,504.275083542,4031570.0,2021-03-01 18:07:38.974061-06:00,Random
memory,2.0,4096.0,semiring-monitor,once[4096:8192] x > 0.5,100000000.0,ms,1290.0,107133.0,2021-03-01 18:09:45.128950-06:00,Random
memory,1.0,256.0,Reelay,once[256:256] {x > 0.5},100000.0,ms,7746.0,138401.0,2021-03-02 09:29:00.251208-06:00,Random
memory,5.0,128.0,semiring-monitor,x > 0.5 since[128:128] x > 0,100000000.0,ms,2245.0,77458.0,2021-03-01 19:35:16.969082-06:00,Random
memory,5.0,256.0,lattice-monitor,x > 0 since[256:256] x > 0.5,2000000.0,ms,831.001996994,4031570.0,2021-03-01 18:08:09.045420-06:00,Random
memory,6.0,16384.0,lattice-monitor,x > 0 since[16384:32768] x > 0.5,2000000.0,ms,1528.74493599,5612690.0,2021-03-01 19:28:40.829286-06:00,Random
memory,1.0,64.0,semiring-monitor,once[64:64] x > 0.5,100000000.0,ms,680.0,74355.0,2021-03-01 18:36:18.062626-06:00,Random
memory,1.0,2048.0,Reelay,once[2048:2048] {x > 0.5},8192.0,ms,4716.0,138353.0,2021-03-02 08:47:02.068042-06:00,Random
memory,5.0,16.0,lattice-monitor,x > 0 since[16:16] x > 0.5,2000000.0,ms,734.20214653,4031570.0,2021-03-01 19:34:00.576526-06:00,Random
memory,6.0,4096.0,semiring-monitor,x > 0.5 since[4096:8192] x > 0,100000000.0,ms,3956.0,205491.0,2021-03-01 18:29:24.062330-06:00,Random
memory,6.0,32.0,Reelay,{x > 0.0} since[32:64] {x > 0.5},100000.0,ms,534.0,138359.0,2021-03-01 18:45:49.710031-06:00,Random
memory,0.0,65536.0,Reelay,once[0:65536] {x > 0.5},100000.0,ms,150.0,138329.0,2021-03-01 18:21:15.632332-06:00,Random
memory,0.0,256.0,lattice-monitor,once[0:256] x > 0.5,2000000.0,ms,256.694078445,4031570.0,2021-03-01 18:27:22.923267-06:00,Random
memory,1.0,32768.0,lattice-monitor,once[32768:32768] x > 0.5,2000000.0,ms,304.787874222,6173874.0,2021-03-01 19:38:38.575720-06:00,Random
memory,6.0,1024.0,lattice-monitor,x > 0 since[1024:2048] x > 0.5,2000000.0,ms,1184.6549511,4555858.0,2021-03-01 18:38:12.409512-06:00,Random
memory,3.0,1024.0,semiring-monitor,once[1024:] x > 0.5,100000000.0,ms,889.0,74357.0,2021-03-01 18:18:37.509154-06:00,Random
memory,3.0,524288.0,lattice-monitor,once[524288:] x > 0.5,2000000.0,ms,389.28103447,8617298.0,2021-03-01 19:22:28.956443-06:00,Random
memory,4.0,1024.0,semiring-monitor,x > 0.5 since[0:1024] x > 0,100000000.0,ms,3253.0,82605.0,2021-03-01 18:38:05.788984-06:00,Random
memory,4.0,256.0,semiring-monitor,x > 0.5 since[0:256] x > 0,100000000.0,ms,3248.0,76460.0,2021-03-01 19:35:38.190558-06:00,Random
memory,6.0,524288.0,lattice-monitor,x > 0 since[524288:1048576] x > 0.5,2000000.0,ms,1944.89693642,8617298.0,2021-03-01 18:24:42.242930-06:00,Random
memory,0.0,32768.0,semiring-monitor,once[0:32768] x > 0.5,100000000.0,ms,1339.0,336512.0,2021-03-01 18:40:13.418096-06:00,Random
memory,0.0,524288.0,semiring-monitor,once[0:524288] x > 0.5,100000000.0,ms,1349.0,4268673.0,2021-03-01 18:53:04.178247-06:00,Random
memory,6.0,32768.0,semiring-monitor,x > 0.5 since[32768:65536] x > 0,100000000.0,ms,3974.0,1122996.0,2021-03-01 18:59:58.467255-06:00,Random
memory,3.0,64.0,semiring-monitor,once[64:] x > 0.5,100000000.0,ms,897.0,74355.0,2021-03-01 19:25:01.837708-06:00,Random
memory,2.0,32768.0,lattice-monitor,once[32768:65536] x > 0.5,2000000.0,ms,715.47794342,6669522.0,2021-03-01 19:09:26.546380-06:00,Random
memory,1.0,128.0,semiring-monitor,once[128:128] x > 0.5,100000000.0,ms,680.0,74356.0,2021-03-01 18:36:43.327794-06:00,Random
memory,4.0,256.0,Reelay,{x > 0.0} since[0:256] {x > 0.5},100000.0,ms,445.0,138359.0,2021-03-01 19:16:08.363097-06:00,Random
memory,3.0,2048.0,semiring-monitor,once[2048:] x > 0.5,100000000.0,ms,890.0,74357.0,2021-03-01 18:09:20.540738-06:00,Random
memory,5.0,32.0,semiring-monitor,x > 0.5 since[32:32] x > 0,100000000.0,ms,2267.0,75153.0,2021-03-01 19:05:13.591014-06:00,Random
memory,5.0,32768.0,lattice-monitor,x > 0 since[32768:32768] x > 0.5,2000000.0,ms,1358.06393623,6108338.0,2021-03-01 18:40:25.140265-06:00,Random
memory,1.0,1024.0,lattice-monitor,once[1024:1024] x > 0.5,2000000.0,ms,136.487960815,4031570.0,2021-03-01 18:08:50.792555-06:00,Random
memory,7.0,256.0,lattice-monitor,x > 0 since[256:] x > 0.5,2000000.0,ms,613.956928253,4031570.0,2021-03-01 18:56:53.900895-06:00,Random
memory,6.0,131072.0,semiring-monitor,x > 0.5 since[131072:262144] x > 0,100000000.0,ms,3979.0,4268725.0,2021-03-01 18:22:19.623579-06:00,Random
memory,1.0,16.0,lattice-monitor,once[16:16] x > 0.5,2000000.0,ms,92.4670696259,4031570.0,2021-03-01 18:45:11.272887-06:00,Random
memory,0.0,524288.0,Reelay,once[0:524288] {x > 0.5},3145728.0,ms,4771.0,138329.0,2021-03-01 19:12:23.523223-06:00,Random
memory,1.0,524288.0,lattice-monitor,once[524288:524288] x > 0.5,2000000.0,ms,489.871025085,8617298.0,2021-03-01 19:02:49.298261-06:00,Random
memory,5.0,262144.0,lattice-monitor,x > 0 since[262144:262144] x > 0.5,2000000.0,ms,1503.59106064,8617298.0,2021-03-01 18:52:15.844537-06:00,Random
memory,0.0,8192.0,Reelay,once[0:8192] {x > 0.5},100000.0,ms,153.0,138353.0,2021-03-01 19:37:41.261703-06:00,Random
memory,3.0,32.0,lattice-monitor,once[32:] x > 0.5,2000000.0,ms,172.508955002,4031570.0,2021-03-01 18:35:55.694444-06:00,Random
memory,0.0,512.0,Reelay,once[0:512] {x > 0.5},100000.0,ms,170.0,138401.0,2021-03-01 18:37:32.115377-06:00,Random
memory,7.0,64.0,lattice-monitor,x > 0 since[64:] x > 0.5,2000000.0,ms,567.688941956,4031570.0,2021-03-01 19:25:16.575086-06:00,Random
memory,0.0,8192.0,lattice-monitor,once[0:8192] x > 0.5,2000000.0,ms,373.384952545,4559986.0,2021-03-01 18:49:00.483098-06:00,Random
memory,1.0,4096.0,Reelay,once[4096:4096] {x > 0.5},16384.0,ms,19746.0,138353.0,2021-03-02 09:23:03.351464-06:00,Random
memory,6.0,32.0,Reelay,{x > 0.0} since[32:64] {x > 0.5},100000.0,ms,543.0,138431.0,2021-03-01 18:55:33.078115-06:00,Random
memory,7.0,2048.0,Reelay,{x > 0.0} since[2048:] {x > 0.5},100000.0,ms,431.0,138431.0,2021-03-01 19:17:40.396290-06:00,Random
memory,2.0,256.0,Reelay,once[256:512] {x > 0.5},100000.0,ms,160.0,138353.0,2021-03-01 18:56:36.765499-06:00,Random
memory,1.0,32.0,lattice-monitor,once[32:32] x > 0.5,2000000.0,ms,94.1970348358,4031570.0,2021-03-01 19:34:16.494554-06:00,Random
memory,3.0,256.0,Reelay,once[256:] {x > 0.5},100000.0,ms,62.0,138577.0,2021-03-01 18:17:46.152322-06:00,Random
memory,2.0,8192.0,lattice-monitor,once[8192:16384] x > 0.5,2000000.0,ms,574.638843536,5612690.0,2021-03-01 19:18:14.786646-06:00,Random
memory,2.0,524288.0,lattice-monitor,once[524288:1048576] x > 0.5,2000000.0,ms,1001.05190277,8617298.0,2021-03-01 18:33:39.443090-06:00,Random
memory,5.0,65536.0,lattice-monitor,x > 0 since[65536:65536] x > 0.5,2000000.0,ms,1379.61888313,7050482.0,2021-03-01 18:40:54.348896-06:00,Random
memory,5.0,262144.0,lattice-monitor,x > 0 since[262144:262144] x > 0.5,2000000.0,ms,1506.71887398,6786290.0,2021-03-01 18:23:06.379967-06:00,Random
memory,2.0,128.0,Reelay,once[128:256] {x > 0.5},100000.0,ms,148.0,138353.0,2021-03-01 18:46:28.062323-06:00,Random
memory,6.0,131072.0,lattice-monitor,x > 0 since[131072:262144] x > 0.5,2000000.0,ms,1999.01008606,8617298.0,2021-03-01 18:31:52.992386-06:00,Random
memory,2.0,256.0,Reelay,once[256:512] {x > 0.5},100000.0,ms,155.0,138401.0,2021-03-01 19:06:20.532853-06:00,Random
memory,3.0,131072.0,Reelay,once[131072:] {x > 0.5},786432.0,ms,605.0,138329.0,2021-03-01 18:51:04.316252-06:00,Random
memory,7.0,32.0,Reelay,{x > 0.0} since[32:] {x > 0.5},100000.0,ms,441.0,138401.0,2021-03-01 18:07:03.184218-06:00,Random
memory,7.0,32.0,lattice-monitor,x > 0 since[32:] x > 0.5,2000000.0,ms,558.213949203,4031570.0,2021-03-01 19:24:51.426608-06:00,Random
memory,0.0,2048.0,semiring-monitor,once[0:2048] x > 0.5,100000000.0,ms,1303.0,90751.0,2021-03-01 18:48:07.941122-06:00,Random
memory,1.0,32.0,Reelay,once[32:32] {x > 0.5},100000.0,ms,965.0,138353.0,2021-03-02 09:37:35.560711-06:00,Random
memory,6.0,131072.0,semiring-monitor,x > 0.5 since[131072:262144] x > 0,100000000.0,ms,3981.0,4268725.0,2021-03-01 18:12:36.652012-06:00,Random
memory,2.0,1024.0,Reelay,once[1024:2048] {x > 0.5},100000.0,ms,150.0,138793.0,2021-03-01 18:08:52.172792-06:00,Random
memory,4.0,131072.0,lattice-monitor,x > 0 since[0:131072] x > 0.5,2000000.0,ms,857.506036758,7050482.0,2021-03-01 18:51:06.356150-06:00,Random
memory,4.0,512.0,Reelay,{x > 0.0} since[0:512] {x > 0.5},100000.0,ms,443.0,138359.0,2021-03-01 18:08:30.269773-06:00,Random
memory,2.0,128.0,lattice-monitor,once[128:256] x > 0.5,2000000.0,ms,290.983200073,4031570.0,2021-03-01 18:46:27.722803-06:00,Random
memory,3.0,16384.0,Reelay,once[16384:] {x > 0.5},100000.0,ms,77.0,138401.0,2021-03-01 19:38:14.506461-06:00,Random
memory,7.0,1024.0,semiring-monitor,x > 0.5 since[1024:] x > 0,100000000.0,ms,3349.0,98979.0,2021-03-01 18:18:54.321778-06:00,Random
memory,1.0,32.0,semiring-monitor,once[32:32] x > 0.5,100000000.0,ms,684.0,74355.0,2021-03-01 19:24:33.303177-06:00,Random
memory,4.0,131072.0,Reelay,{x > 0.0} since[0:131072] {x > 0.5},786432.0,ms,3568.0,138383.0,2021-03-01 18:12:14.889560-06:00,Random
memory,4.0,262144.0,lattice-monitor,x > 0 since[0:262144] x > 0.5,2000000.0,ms,902.185916901,8617298.0,2021-03-01 18:13:08.140552-06:00,Random
memory,3.0,32768.0,semiring-monitor,once[32768:] x > 0.5,100000000.0,ms,905.0,74358.0,2021-03-01 19:38:42.996942-06:00,Random
memory,6.0,16.0,Reelay,{x > 0.0} since[16:32] {x > 0.5},100000.0,ms,564.0,137463.0,2021-03-01 18:25:57.362064-06:00,Random
memory,0.0,65536.0,semiring-monitor,once[0:65536] x > 0.5,100000000.0,ms,1348.0,598656.0,2021-03-01 18:21:16.015165-06:00,Random
memory,3.0,1024.0,semiring-monitor,once[1024:] x > 0.5,100000000.0,ms,896.0,74357.0,2021-03-01 19:16:58.051192-06:00,Random
memory,6.0,524288.0,semiring-monitor,x > 0.5 since[524288:1048576] x > 0,100000000.0,ms,4029.0,16851637.0,2021-03-01 19:13:48.808036-06:00,Random
memory,7.0,64.0,Reelay,{x > 0.0} since[64:] {x > 0.5},100000.0,ms,443.0,138353.0,2021-03-01 18:56:03.849629-06:00,Random
memory,3.0,1024.0,lattice-monitor,once[1024:] x > 0.5,2000000.0,ms,225.04901886,4031570.0,2021-03-01 18:47:46.234388-06:00,Random
memory,6.0,524288.0,semiring-monitor,x > 0.5 since[524288:1048576] x > 0,100000000.0,ms,3977.0,16851621.0,2021-03-01 18:34:54.015883-06:00,Random
memory,2.0,8192.0,lattice-monitor,once[8192:16384] x > 0.5,2000000.0,ms,553.364992142,5612690.0,2021-03-01 18:58:47.116378-06:00,Random
memory,4.0,4096.0,Reelay,{x > 0.0} since[0:4096] {x > 0.5},100000.0,ms,448.0,137463.0,2021-03-01 19:08:08.374768-06:00,Random
memory,5.0,65536.0,semiring-monitor,x > 0.5 since[65536:65536] x > 0,100000000.0,ms,2270.0,1647252.0,2021-03-01 19:19:50.359106-06:00,Random
memory,3.0,512.0,lattice-monitor,once[512:] x > 0.5,2000000.0,ms,191.930055618,4031570.0,2021-03-01 18:08:28.241851-06:00,Random
memory,2.0,1024.0,lattice-monitor,once[1024:2048] x > 0.5,2000000.0,ms,381.093025208,4555858.0,2021-03-01 18:47:44.046894-06:00,Random
memory,0.0,512.0,Reelay,once[0:512] {x > 0.5},100000.0,ms,151.0,138353.0,2021-03-01 18:47:15.729776-06:00,Random
memory,7.0,2048.0,semiring-monitor,x > 0.5 since[2048:] x > 0,100000000.0,ms,3363.0,123555.0,2021-03-01 18:29:02.905702-06:00,Random
memory,1.0,2048.0,lattice-monitor,once[2048:2048] x > 0.5,2000000.0,ms,157.15098381,4543602.0,2021-03-01 19:17:20.410476-06:00,Random
memory,3.0,8192.0,Reelay,once[8192:] {x > 0.5},100000.0,ms,191.0,138601.0,2021-03-01 19:28:03.223019-06:00,Random
memory,5.0,65536.0,semiring-monitor,x > 0.5 since[65536:65536] x > 0,100000000.0,ms,2281.0,1647252.0,2021-03-01 18:40:55.789129-06:00,Random
memory,7.0,32768.0,Reelay,{x > 0.0} since[32768:] {x > 0.5},100000.0,ms,476.0,138383.0,2021-03-01 18:30:53.153940-06:00,Random
memory,6.0,2048.0,Reelay,{x > 0.0} since[2048:4096] {x > 0.5},100000.0,ms,550.0,137591.0,2021-03-01 19:37:03.664961-06:00,Random
memory,1.0,16.0,Reelay,once[16:16] {x > 0.5},100000.0,ms,512.0,138353.0,2021-03-02 09:46:37.924145-06:00,Random
memory,0.0,131072.0,Reelay,once[0:131072] {x > 0.5},786432.0,ms,1193.0,138353.0,2021-03-01 19:00:38.425558-06:00,Random
memory,6.0,524288.0,lattice-monitor,x > 0 since[524288:1048576] x > 0.5,2000000.0,ms,1982.74612427,6786290.0,2021-03-01 18:34:24.816287-06:00,Random
memory,1.0,64.0,Reelay,once[64:64] {x > 0.5},100000.0,ms,1862.0,139057.0,2021-03-02 08:43:52.197337-06:00,Random
memory,6.0,32768.0,Reelay,{x > 0.0} since[32768:65536] {x > 0.5},100000.0,ms,587.0,137591.0,2021-03-01 19:09:41.221254-06:00,Random
memory,3.0,524288.0,lattice-monitor,once[524288:] x > 0.5,2000000.0,ms,414.233922958,8617298.0,2021-03-01 19:32:14.101556-06:00,Random
memory,1.0,131072.0,semiring-monitor,once[131072:131072] x > 0.5,100000000.0,ms,682.0,74359.0,2021-03-01 19:29:55.700357-06:00,Random
memory,3.0,16.0,lattice-monitor,once[16:] x > 0.5,2000000.0,ms,172.758817673,4031570.0,2021-03-01 18:06:21.786144-06:00,Random
memory,4.0,512.0,semiring-monitor,x > 0.5 since[0:512] x > 0,100000000.0,ms,3254.0,78508.0,2021-03-01 18:08:31.115929-06:00,Random
memory,7.0,16.0,Reelay,{x > 0.0} since[16:] {x > 0.5},100000.0,ms,431.0,138401.0,2021-03-01 18:16:21.126724-06:00,Random
memory,6.0,16384.0,semiring-monitor,x > 0.5 since[16384:32768] x > 0,100000000.0,ms,4005.0,598708.0,2021-03-01 19:28:43.437222-06:00,Random
memory,7.0,2048.0,Reelay,{x > 0.0} since[2048:] {x > 0.5},100000.0,ms,461.0,137527.0,2021-03-01 18:29:02.048301-06:00,Random
memory,2.0,65536.0,lattice-monitor,once[65536:131072] x > 0.5,2000000.0,ms,784.926176071,7050482.0,2021-03-01 18:11:35.617360-06:00,Random
memory,3.0,524288.0,semiring-monitor,once[524288:] x > 0.5,100000000.0,ms,894.0,74359.0,2021-03-01 19:22:35.548311-06:00,Random
memory,3.0,16384.0,semiring-monitor,once[16384:] x > 0.5,100000000.0,ms,904.0,74358.0,2021-03-01 18:10:41.817773-06:00,Random
memory,3.0,4096.0,lattice-monitor,once[4096:] x > 0.5,2000000.0,ms,252.089977264,4031570.0,2021-03-01 18:19:29.529487-06:00,Random
