Experiment,FormulaNumber,Bound,Tool,Formula,StreamLength,TimeUnit,TimeElapsed,Memory,TimeStamp,InputType
memory,7.0,16384.0,Reelay,{x > 0.0} since[16384:] {x > 0.5},100000.0,ms,453.0,137591.0,2021-03-01 18:49:51.592732-06:00,Random
memory,3.0,256.0,lattice-monitor,once[256:] x > 0.5,2000000.0,ms,181.753873825,4031570.0,2021-03-01 18:37:11.496144-06:00,Random
memory,4.0,8192.0,Reelay,{x > 0.0} since[0:8192] {x > 0.5},100000.0,ms,457.0,137527.0,2021-03-01 18:10:15.843604-06:00,Random
memory,7.0,16.0,semiring-monitor,x > 0.5 since[16:] x > 0,100000000.0,ms,3335.0,74785.0,2021-03-01 19:14:42.037618-06:00,Random
memory,4.0,262144.0,Reelay,{x > 0.0} since[0:262144] {x > 0.5},1572864.0,ms,6993.0,138431.0,2021-03-01 18:42:18.376703-06:00,Random
memory,3.0,16.0,semiring-monitor,once[16:] x > 0.5,100000000.0,ms,900.0,74355.0,2021-03-01 19:14:25.707110-06:00,Random
memory,6.0,16.0,semiring-monitor,x > 0.5 since[16:32] x > 0,100000000.0,ms,3887.0,74929.0,2021-03-01 18:35:41.821040-06:00,Random
memory,0.0,8192.0,semiring-monitor,once[0:8192] x > 0.5,100000000.0,ms,1324.0,139903.0,2021-03-01 18:49:01.301945-06:00,Random
memory,3.0,65536.0,lattice-monitor,once[65536:] x > 0.5,2000000.0,ms,361.290931702,5563538.0,2021-03-01 18:21:21.364195-06:00,Random
memory,3.0,32.0,Reelay,once[32:] {x > 0.5},100000.0,ms,82.0,138593.0,2021-03-01 19:14:50.803035-06:00,Random
memory,7.0,262144.0,lattice-monitor,x > 0 since[262144:] x > 0.5,2000000.0,ms,1333.0988884,8617298.0,2021-03-01 19:31:36.798476-06:00,Random
memory,6.0,512.0,semiring-monitor,x > 0.5 since[512:1024] x > 0,100000000.0,ms,3939.0,90802.0,2021-03-01 18:28:04.943631-06:00,Random
memory,5.0,65536.0,lattice-monitor,x > 0 since[65536:65536] x > 0.5,2000000.0,ms,1377.77709961,7066866.0,2021-03-01 18:31:10.580438-06:00,Random
memory,7.0,512.0,semiring-monitor,x > 0.5 since[512:] x > 0,100000000.0,ms,3337.0,86690.0,2021-03-01 19:07:04.750410-06:00,Random
memory,7.0,2048.0,lattice-monitor,x > 0 since[2048:] x > 0.5,2000000.0,ms,786.485910416,4572242.0,2021-03-01 19:37:08.736624-06:00,Random
memory,0.0,128.0,Reelay,once[0:128] {x > 0.5},100000.0,ms,151.0,138401.0,2021-03-01 19:05:52.171214-06:00,Random
memory,1.0,512.0,lattice-monitor,once[512:512] x > 0.5,2000000.0,ms,119.829177856,4031570.0,2021-03-01 18:18:08.274397-06:00,Random
memory,6.0,262144.0,Reelay,{x > 0.0} since[262144:524288] {x > 0.5},1572864.0,ms,8807.0,137847.0,2021-03-01 18:42:38.728695-06:00,Random
memory,7.0,32768.0,semiring-monitor,x > 0.5 since[32768:] x > 0,100000000.0,ms,3364.0,860836.0,2021-03-01 19:29:18.139926-06:00,Random
memory,0.0,8192.0,semiring-monitor,once[0:8192] x > 0.5,100000000.0,ms,1323.0,139903.0,2021-03-01 19:08:28.480273-06:00,Random
memory,0.0,8192.0,semiring-monitor,once[0:8192] x > 0.5,100000000.0,ms,1320.0,139903.0,2021-03-01 18:58:44.698067-06:00,Random
memory,2.0,8192.0,lattice-monitor,once[8192:16384] x > 0.5,2000000.0,ms,553.148031235,5612690.0,2021-03-01 18:10:11.190454-06:00,Random
memory,6.0,2048.0,lattice-monitor,x > 0 since[2048:4096] x > 0.5,2000000.0,ms,1241.55402184,4555858.0,2021-03-01 19:17:33.250614-06:00,Random
memory,5.0,32.0,Reelay,{x > 0.0} since[32:32] {x > 0.5},100000.0,ms,1328.0,138359.0,2021-03-02 08:43:50.013496-06:00,Random
memory,5.0,4096.0,semiring-monitor,x > 0.5 since[4096:4096] x > 0,100000000.0,ms,2282.0,172691.0,2021-03-01 19:17:57.596542-06:00,Random
memory,2.0,32.0,Reelay,once[32:64] {x > 0.5},100000.0,ms,148.0,138577.0,2021-03-01 19:05:04.749872-06:00,Random
memory,3.0,4096.0,lattice-monitor,once[4096:] x > 0.5,2000000.0,ms,243.268966675,4543602.0,2021-03-01 18:58:22.333021-06:00,Random
memory,4.0,256.0,semiring-monitor,x > 0.5 since[0:256] x > 0,100000000.0,ms,3253.0,76460.0,2021-03-01 19:16:09.224637-06:00,Random
memory,2.0,32.0,lattice-monitor,once[32:64] x > 0.5,2000000.0,ms,282.613039017,4031570.0,2021-03-01 19:05:04.419294-06:00,Random
memory,0.0,32.0,semiring-monitor,once[0:32] x > 0.5,100000000.0,ms,1344.0,74621.0,2021-03-01 18:16:26.017878-06:00,Random
memory,2.0,128.0,semiring-monitor,once[128:256] x > 0.5,100000000.0,ms,1314.0,75388.0,2021-03-01 19:05:55.599809-06:00,Random
memory,3.0,128.0,Reelay,once[128:] {x > 0.5},100000.0,ms,59.0,138353.0,2021-03-01 18:56:13.408363-06:00,Random
memory,1.0,524288.0,lattice-monitor,once[524288:524288] x > 0.5,2000000.0,ms,487.500905991,8617298.0,2021-03-01 18:14:12.413207-06:00,Random
memory,2.0,64.0,Reelay,once[64:128] {x > 0.5},100000.0,ms,156.0,138353.0,2021-03-01 19:15:14.035676-06:00,Random
memory,0.0,262144.0,Reelay,once[0:262144] {x > 0.5},1572864.0,ms,2356.0,138329.0,2021-03-01 18:32:16.967550-06:00,Random
memory,4.0,131072.0,Reelay,{x > 0.0} since[0:131072] {x > 0.5},786432.0,ms,3511.0,137591.0,2021-03-01 18:41:24.079449-06:00,Random
memory,2.0,1024.0,Reelay,once[1024:2048] {x > 0.5},100000.0,ms,154.0,138353.0,2021-03-01 18:18:35.264743-06:00,Random
memory,0.0,2048.0,Reelay,once[0:2048] {x > 0.5},100000.0,ms,161.0,138593.0,2021-03-01 18:09:15.047101-06:00,Random
memory,0.0,4096.0,lattice-monitor,once[0:4096] x > 0.5,2000000.0,ms,328.332185745,4559986.0,2021-03-01 18:09:41.031805-06:00,Random
memory,0.0,65536.0,lattice-monitor,once[0:65536] x > 0.5,2000000.0,ms,536.120176315,6173874.0,2021-03-01 19:09:51.786152-06:00,Random
memory,4.0,8192.0,semiring-monitor,x > 0.5 since[0:8192] x > 0,100000000.0,ms,3250.0,139949.0,2021-03-01 19:37:49.594720-06:00,Random
memory,6.0,131072.0,semiring-monitor,x > 0.5 since[131072:262144] x > 0,100000000.0,ms,3997.0,4268725.0,2021-03-01 19:30:26.030405-06:00,Random
memory,7.0,512.0,lattice-monitor,x > 0 since[512:] x > 0.5,2000000.0,ms,671.607017517,4031570.0,2021-03-01 18:47:36.062014-06:00,Random
memory,1.0,8192.0,lattice-monitor,once[8192:8192] x > 0.5,2000000.0,ms,217.869997025,5100658.0,2021-03-01 18:39:19.325591-06:00,Random
memory,5.0,512.0,Reelay,{x > 0.0} since[512:512] {x > 0.5},100000.0,ms,16449.0,138431.0,2021-03-02 09:02:46.299080-06:00,Random
memory,7.0,262144.0,semiring-monitor,x > 0.5 since[262144:] x > 0,100000000.0,ms,3393.0,6365861.0,2021-03-01 18:13:59.489396-06:00,Random
memory,1.0,4096.0,semiring-monitor,once[4096:4096] x > 0.5,100000000.0,ms,680.0,74357.0,2021-03-01 19:17:47.011496-06:00,Random
memory,1.0,32768.0,lattice-monitor,once[32768:32768] x > 0.5,2000000.0,ms,303.21598053,6173874.0,2021-03-01 18:40:14.815812-06:00,Random
memory,2.0,1024.0,Reelay,once[1024:2048] {x > 0.5},100000.0,ms,153.0,138401.0,2021-03-01 19:26:41.224396-06:00,Random
memory,0.0,128.0,lattice-monitor,once[0:128] x > 0.5,2000000.0,ms,231.497049332,4031570.0,2021-03-01 18:26:57.715209-06:00,Random
memory,3.0,512.0,Reelay,once[512:] {x > 0.5},100000.0,ms,62.0,138401.0,2021-03-01 19:36:01.148771-06:00,Random
memory,5.0,32768.0,semiring-monitor,x > 0.5 since[32768:32768] x > 0,100000000.0,ms,2286.0,860820.0,2021-03-01 19:09:37.113104-06:00,Random
memory,4.0,16384.0,Reelay,{x > 0.0} since[0:16384] {x > 0.5},100000.0,ms,461.0,138359.0,2021-03-01 19:38:16.525928-06:00,Random
memory,0.0,65536.0,lattice-monitor,once[0:65536] x > 0.5,2000000.0,ms,545.793056488,6173874.0,2021-03-01 19:29:21.576620-06:00,Random
memory,1.0,32768.0,lattice-monitor,once[32768:32768] x > 0.5,2000000.0,ms,303.745985031,6173874.0,2021-03-01 19:09:25.430445-06:00,Random
memory,5.0,256.0,semiring-monitor,x > 0.5 since[256:256] x > 0,100000000.0,ms,2242.0,80530.0,2021-03-01 19:35:42.405258-06:00,Random
memory,4.0,16.0,lattice-monitor,x > 0 since[0:16] x > 0.5,2000000.0,ms,504.851102829,4031570.0,2021-03-01 19:24:12.459707-06:00,Random
memory,7.0,65536.0,lattice-monitor,x > 0 since[65536:] x > 0.5,2000000.0,ms,1165.3418541,7578898.0,2021-03-01 19:19:59.736217-06:00,Random
memory,7.0,4096.0,lattice-monitor,x > 0 since[4096:] x > 0.5,2000000.0,ms,860.423088074,5067890.0,2021-03-01 19:37:35.614614-06:00,Random
memory,7.0,128.0,Reelay,{x > 0.0} since[128:] {x > 0.5},100000.0,ms,439.0,137463.0,2021-03-01 18:56:29.183112-06:00,Random
memory,7.0,128.0,lattice-monitor,x > 0 since[128:] x > 0.5,2000000.0,ms,580.714941025,4031570.0,2021-03-01 19:35:25.337320-06:00,Random
memory,1.0,16384.0,semiring-monitor,once[16384:16384] x > 0.5,100000000.0,ms,694.0,74358.0,2021-03-01 18:49:30.518151-06:00,Random
memory,4.0,512.0,lattice-monitor,x > 0 since[0:512] x > 0.5,2000000.0,ms,546.344995499,4031570.0,2021-03-01 19:26:18.672031-06:00,Random
memory,2.0,8192.0,Reelay,once[8192:16384] {x > 0.5},100000.0,ms,159.0,138401.0,2021-03-01 19:08:31.501154-06:00,Random
memory,2.0,32.0,lattice-monitor,once[32:64] x > 0.5,2000000.0,ms,283.998012543,4031570.0,2021-03-01 18:16:28.320686-06:00,Random
memory,1.0,16.0,Reelay,once[16:16] {x > 0.5},100000.0,ms,501.0,138353.0,2021-03-02 09:28:34.498126-06:00,Random
memory,2.0,16.0,Reelay,once[16:32] {x > 0.5},100000.0,ms,149.0,138401.0,2021-03-01 18:54:55.834935-06:00,Random
memory,3.0,1024.0,lattice-monitor,once[1024:] x > 0.5,2000000.0,ms,206.521987915,4031570.0,2021-03-01 18:08:53.903225-06:00,Random
memory,5.0,131072.0,semiring-monitor,x > 0.5 since[131072:131072] x > 0,100000000.0,ms,2279.0,3220117.0,2021-03-01 18:51:17.636972-06:00,Random
memory,0.0,128.0,lattice-monitor,once[0:128] x > 0.5,2000000.0,ms,244.733095169,4031570.0,2021-03-01 18:17:15.697544-06:00,Random
memory,7.0,131072.0,Reelay,{x > 0.0} since[131072:] {x > 0.5},786432.0,ms,3511.0,138359.0,2021-03-01 18:51:34.360886-06:00,Random
memory,7.0,16.0,lattice-monitor,x > 0 since[16:] x > 0.5,2000000.0,ms,591.701984406,4031570.0,2021-03-01 18:45:29.520049-06:00,Random
memory,3.0,262144.0,Reelay,once[262144:] {x > 0.5},1572864.0,ms,1210.0,138401.0,2021-03-01 19:40:38.229042-06:00,Random
memory,4.0,4096.0,lattice-monitor,x > 0 since[0:4096] x > 0.5,2000000.0,ms,619.091033936,4543602.0,2021-03-01 19:37:20.843169-06:00,Random
memory,2.0,128.0,Reelay,once[128:256] {x > 0.5},100000.0,ms,151.0,138353.0,2021-03-01 19:35:08.078719-06:00,Random
memory,3.0,256.0,semiring-monitor,once[256:] x > 0.5,100000000.0,ms,890.0,74356.0,2021-03-01 19:25:52.299820-06:00,Random
memory,3.0,524288.0,Reelay,once[524288:] {x > 0.5},3145728.0,ms,2367.0,138329.0,2021-03-01 18:33:50.655614-06:00,Random
memory,5.0,524288.0,semiring-monitor,x > 0.5 since[524288:524288] x > 0,100000000.0,ms,2293.0,12657301.0,2021-03-01 19:32:46.918494-06:00,Random
memory,4.0,256.0,semiring-monitor,x > 0.5 since[0:256] x > 0,100000000.0,ms,3274.0,76460.0,2021-03-01 18:46:57.946254-06:00,Random
memory,6.0,8192.0,lattice-monitor,x > 0 since[8192:16384] x > 0.5,2000000.0,ms,1521.12197876,5612690.0,2021-03-01 18:20:06.538943-06:00,Random
memory,4.0,4096.0,lattice-monitor,x > 0 since[0:4096] x > 0.5,2000000.0,ms,629.832029343,4543602.0,2021-03-01 19:08:07.694589-06:00,Random
memory,1.0,32.0,semiring-monitor,once[32:32] x > 0.5,100000000.0,ms,695.0,74355.0,2021-03-01 18:35:52.827200-06:00,Random
memory,1.0,16.0,Reelay,once[16:16] {x > 0.5},100000.0,ms,493.0,138401.0,2021-03-02 09:01:32.213055-06:00,Random
memory,2.0,65536.0,semiring-monitor,once[65536:131072] x > 0.5,100000000.0,ms,1317.0,598654.0,2021-03-01 19:09:56.715871-06:00,Random
memory,7.0,16.0,semiring-monitor,x > 0.5 since[16:] x > 0,100000000.0,ms,3352.0,74785.0,2021-03-01 18:35:47.218156-06:00,Random
memory,5.0,65536.0,lattice-monitor,x > 0 since[65536:65536] x > 0.5,2000000.0,ms,1365.65899849,7050482.0,2021-03-01 18:21:28.112948-06:00,Random
memory,1.0,32768.0,semiring-monitor,once[32768:32768] x > 0.5,100000000.0,ms,680.0,74358.0,2021-03-01 18:49:58.567448-06:00,Random
memory,7.0,65536.0,Reelay,{x > 0.0} since[65536:] {x > 0.5},100000.0,ms,537.0,138383.0,2021-03-01 19:20:00.960677-06:00,Random
memory,0.0,16384.0,lattice-monitor,once[0:16384] x > 0.5,2000000.0,ms,398.7429142,5612690.0,2021-03-01 19:08:55.147600-06:00,Random
memory,4.0,64.0,lattice-monitor,x > 0 since[0:64] x > 0.5,2000000.0,ms,497.581005096,4031570.0,2021-03-01 18:55:49.421283-06:00,Random
memory,2.0,32768.0,Reelay,once[32768:65536] {x > 0.5},100000.0,ms,190.0,138329.0,2021-03-01 18:59:43.532548-06:00,Random
memory,6.0,8192.0,lattice-monitor,x > 0 since[8192:16384] x > 0.5,2000000.0,ms,1502.67195702,5612690.0,2021-03-01 19:28:13.010062-06:00,Random
memory,4.0,524288.0,Reelay,{x > 0.0} since[0:524288] {x > 0.5},3145728.0,ms,14015.0,138383.0,2021-03-01 18:43:40.140911-06:00,Random
memory,2.0,65536.0,semiring-monitor,once[65536:131072] x > 0.5,100000000.0,ms,1313.0,598654.0,2021-03-01 18:11:36.957580-06:00,Random
memory,6.0,32.0,semiring-monitor,x > 0.5 since[32:64] x > 0,100000000.0,ms,3899.0,75441.0,2021-03-01 19:24:47.450939-06:00,Random
memory,1.0,262144.0,lattice-monitor,once[262144:262144] x > 0.5,2000000.0,ms,496.417999268,8617298.0,2021-03-01 18:32:22.081301-06:00,Random
memory,2.0,32.0,Reelay,once[32:64] {x > 0.5},100000.0,ms,149.0,138353.0,2021-03-01 18:45:37.660802-06:00,Random
memory,0.0,32.0,semiring-monitor,once[0:32] x > 0.5,100000000.0,ms,1339.0,74621.0,2021-03-01 18:55:18.383205-06:00,Random
memory,3.0,524288.0,semiring-monitor,once[524288:] x > 0.5,100000000.0,ms,900.0,74359.0,2021-03-01 18:43:38.170974-06:00,Random
memory,4.0,131072.0,lattice-monitor,x > 0 since[0:131072] x > 0.5,2000000.0,ms,864.670991898,7050482.0,2021-03-01 19:00:50.068019-06:00,Random
memory,3.0,1024.0,semiring-monitor,once[1024:] x > 0.5,100000000.0,ms,895.0,74357.0,2021-03-01 18:28:19.702654-06:00,Random
memory,1.0,524288.0,semiring-monitor,once[524288:524288] x > 0.5,100000000.0,ms,698.0,74359.0,2021-03-01 18:14:12.990274-06:00,Random
memory,6.0,524288.0,semiring-monitor,x > 0.5 since[524288:1048576] x > 0,100000000.0,ms,4024.0,16851621.0,2021-03-01 19:43:01.422185-06:00,Random
memory,4.0,32768.0,semiring-monitor,x > 0.5 since[0:32768] x > 0,100000000.0,ms,3271.0,336558.0,2021-03-01 18:11:12.703498-06:00,Random
memory,4.0,65536.0,semiring-monitor,x > 0.5 since[0:65536] x > 0,100000000.0,ms,3247.0,598702.0,2021-03-01 18:31:07.262499-06:00,Random
memory,1.0,8192.0,lattice-monitor,once[8192:8192] x > 0.5,2000000.0,ms,233.960866928,5100658.0,2021-03-01 18:49:02.684850-06:00,Random
memory,2.0,524288.0,lattice-monitor,once[524288:1048576] x > 0.5,2000000.0,ms,980.993032455,6786290.0,2021-03-01 19:12:33.729464-06:00,Random
memory,0.0,1024.0,Reelay,once[0:1024] {x > 0.5},100000.0,ms,170.0,138353.0,2021-03-01 18:28:14.225938-06:00,Random
memory,3.0,2048.0,Reelay,once[2048:] {x > 0.5},100000.0,ms,63.0,138577.0,2021-03-01 18:48:12.759162-06:00,Random
memory,0.0,32.0,semiring-monitor,once[0:32] x > 0.5,100000000.0,ms,1322.0,74621.0,2021-03-01 18:45:35.031528-06:00,Random
memory,4.0,524288.0,Reelay,{x > 0.0} since[0:524288] {x > 0.5},3145728.0,ms,13750.0,138431.0,2021-03-01 18:14:30.752670-06:00,Random
memory,0.0,131072.0,lattice-monitor,once[0:131072] x > 0.5,2000000.0,ms,614.727973938,7578898.0,2021-03-01 19:00:37.755411-06:00,Random
memory,3.0,2048.0,semiring-monitor,once[2048:] x > 0.5,100000000.0,ms,905.0,74357.0,2021-03-01 19:36:53.204364-06:00,Random
memory,7.0,32768.0,lattice-monitor,x > 0 since[32768:] x > 0.5,2000000.0,ms,1063.341856,6173874.0,2021-03-01 18:40:35.658657-06:00,Random
memory,0.0,524288.0,semiring-monitor,once[0:524288] x > 0.5,100000000.0,ms,1352.0,4268673.0,2021-03-01 19:02:47.884978-06:00,Random
memory,0.0,256.0,Reelay,once[0:256] {x > 0.5},100000.0,ms,152.0,138577.0,2021-03-01 18:56:33.702378-06:00,Random
memory,7.0,128.0,Reelay,{x > 0.0} since[128:] {x > 0.5},100000.0,ms,445.0,138383.0,2021-03-01 19:15:57.042602-06:00,Random
memory,4.0,262144.0,semiring-monitor,x > 0.5 since[0:262144] x > 0,100000000.0,ms,3265.0,2171567.0,2021-03-01 19:11:39.858406-06:00,Random
memory,6.0,1024.0,Reelay,{x > 0.0} since[1024:2048] {x > 0.5},100000.0,ms,541.0,138359.0,2021-03-01 19:17:08.347026-06:00,Random
memory,0.0,256.0,Reelay,once[0:256] {x > 0.5},100000.0,ms,181.0,138577.0,2021-03-01 19:25:46.961142-06:00,Random
memory,0.0,16.0,lattice-monitor,once[0:16] x > 0.5,2000000.0,ms,233.541965485,4031570.0,2021-03-01 19:33:49.198330-06:00,Random
memory,3.0,8192.0,Reelay,once[8192:] {x > 0.5},100000.0,ms,67.0,138353.0,2021-03-01 19:08:33.598158-06:00,Random
memory,1.0,32768.0,lattice-monitor,once[32768:32768] x > 0.5,2000000.0,ms,304.195165634,5612690.0,2021-03-01 18:11:05.692316-06:00,Random
memory,6.0,4096.0,Reelay,{x > 0.0} since[4096:8192] {x > 0.5},100000.0,ms,588.0,138431.0,2021-03-01 18:58:33.605511-06:00,Random
memory,2.0,131072.0,Reelay,once[131072:262144] {x > 0.5},786432.0,ms,1323.0,138401.0,2021-03-01 18:12:07.908316-06:00,Random
memory,0.0,8192.0,semiring-monitor,once[0:8192] x > 0.5,100000000.0,ms,1326.0,139903.0,2021-03-01 18:10:08.773369-06:00,Random
memory,3.0,64.0,semiring-monitor,once[64:] x > 0.5,100000000.0,ms,889.0,74355.0,2021-03-01 19:34:45.130301-06:00,Random
memory,1.0,512.0,lattice-monitor,once[512:512] x > 0.5,2000000.0,ms,119.649887085,4031570.0,2021-03-01 18:08:25.150646-06:00,Random
memory,2.0,256.0,Reelay,once[256:512] {x > 0.5},100000.0,ms,154.0,138353.0,2021-03-01 18:27:26.266482-06:00,Random
memory,5.0,8192.0,lattice-monitor,x > 0 since[8192:8192] x > 0.5,2000000.0,ms,1106.02498055,5100658.0,2021-03-01 18:39:29.151455-06:00,Random
memory,1.0,131072.0,lattice-monitor,once[131072:131072] x > 0.5,2000000.0,ms,456.508874893,7693586.0,2021-03-01 18:41:14.834456-06:00,Random
memory,5.0,8192.0,semiring-monitor,x > 0.5 since[8192:8192] x > 0,100000000.0,ms,2264.0,270995.0,2021-03-01 18:10:21.173152-06:00,Random
memory,4.0,2048.0,Reelay,{x > 0.0} since[0:2048] {x > 0.5},100000.0,ms,444.0,138359.0,2021-03-01 18:19:05.156290-06:00,Random
memory,0.0,32.0,lattice-monitor,once[0:32] x > 0.5,2000000.0,ms,229.622125626,4031570.0,2021-03-01 19:34:14.455015-06:00,Random
memory,2.0,131072.0,lattice-monitor,once[131072:262144] x > 0.5,2000000.0,ms,934.156894684,8617298.0,2021-03-01 19:20:10.700495-06:00,Random
memory,7.0,32768.0,lattice-monitor,x > 0 since[32768:] x > 0.5,2000000.0,ms,1098.6700058,6173874.0,2021-03-01 18:30:52.000010-06:00,Random
memory,6.0,262144.0,semiring-monitor,x > 0.5 since[262144:524288] x > 0,100000000.0,ms,4009.0,8463029.0,2021-03-01 19:31:32.713861-06:00,Random
memory,6.0,64.0,lattice-monitor,x > 0 since[64:128] x > 0.5,2000000.0,ms,893.0580616,4031570.0,2021-03-01 18:07:21.725710-06:00,Random
memory,5.0,512.0,lattice-monitor,x > 0 since[512:512] x > 0.5,2000000.0,ms,862.426042557,4031570.0,2021-03-01 18:57:10.237835-06:00,Random
memory,4.0,524288.0,semiring-monitor,x > 0.5 since[0:524288] x > 0,100000000.0,ms,3271.0,4268719.0,2021-03-01 18:24:34.923470-06:00,Random
memory,2.0,64.0,semiring-monitor,once[64:128] x > 0.5,100000000.0,ms,1292.0,74875.0,2021-03-01 18:07:11.066044-06:00,Random
memory,7.0,128.0,lattice-monitor,x > 0 since[128:] x > 0.5,2000000.0,ms,587.1489048,4031570.0,2021-03-01 19:15:56.404544-06:00,Random
memory,6.0,262144.0,Reelay,{x > 0.0} since[262144:524288] {x > 0.5},1572864.0,ms,8601.0,138383.0,2021-03-01 18:13:29.338303-06:00,Random
memory,5.0,1024.0,Reelay,{x > 0.0} since[1024:1024] {x > 0.5},100000.0,ms,32268.0,137463.0,2021-03-02 08:55:02.002311-06:00,Random
memory,0.0,32768.0,Reelay,once[0:32768] {x > 0.5},100000.0,ms,189.0,138329.0,2021-03-01 19:09:23.606544-06:00,Random
memory,7.0,8192.0,semiring-monitor,x > 0.5 since[8192:] x > 0,100000000.0,ms,3358.0,271011.0,2021-03-01 18:49:24.527483-06:00,Random
memory,5.0,16.0,lattice-monitor,x > 0 since[16:16] x > 0.5,2000000.0,ms,751.428127289,4031570.0,2021-03-01 18:55:03.786435-06:00,Random
memory,1.0,131072.0,semiring-monitor,once[131072:131072] x > 0.5,100000000.0,ms,681.0,74359.0,2021-03-01 19:20:09.941788-06:00,Random
memory,3.0,32.0,semiring-monitor,once[32:] x > 0.5,100000000.0,ms,908.0,74355.0,2021-03-01 18:55:23.276259-06:00,Random
memory,2.0,4096.0,Reelay,once[4096:8192] {x > 0.5},100000.0,ms,160.0,138401.0,2021-03-01 18:58:20.586890-06:00,Random
memory,7.0,262144.0,lattice-monitor,x > 0 since[262144:] x > 0.5,2000000.0,ms,1332.88884163,8617298.0,2021-03-01 18:52:39.515489-06:00,Random
memory,3.0,128.0,Reelay,once[128:] {x > 0.5},100000.0,ms,60.0,138353.0,2021-03-01 19:25:26.727183-06:00,Random
memory,5.0,128.0,lattice-monitor,x > 0 since[128:128] x > 0.5,2000000.0,ms,777.658939362,4031570.0,2021-03-01 18:27:08.934532-06:00,Random
memory,7.0,16384.0,Reelay,{x > 0.0} since[16384:] {x > 0.5},100000.0,ms,445.0,137591.0,2021-03-01 18:20:42.092831-06:00,Random
memory,4.0,16384.0,Reelay,{x > 0.0} since[0:16384] {x > 0.5},100000.0,ms,436.0,138383.0,2021-03-01 18:39:52.739426-06:00,Random
memory,4.0,262144.0,lattice-monitor,x > 0 since[0:262144] x > 0.5,2000000.0,ms,906.383991241,6786290.0,2021-03-01 18:32:33.541947-06:00,Random
memory,4.0,64.0,semiring-monitor,x > 0.5 since[0:64] x > 0,100000000.0,ms,3272.0,74923.0,2021-03-01 19:25:04.220159-06:00,Random
memory,7.0,262144.0,semiring-monitor,x > 0.5 since[262144:] x > 0,100000000.0,ms,3386.0,6365861.0,2021-03-01 18:33:24.955964-06:00,Random
memory,6.0,64.0,Reelay,{x > 0.0} since[64:128] {x > 0.5},100000.0,ms,528.0,138359.0,2021-03-01 19:15:26.198591-06:00,Random
memory,7.0,4096.0,Reelay,{x > 0.0} since[4096:] {x > 0.5},100000.0,ms,455.0,138359.0,2021-03-01 19:27:52.940376-06:00,Random
memory,5.0,8192.0,lattice-monitor,x > 0 since[8192:8192] x > 0.5,2000000.0,ms,1105.81207275,5100658.0,2021-03-01 18:58:55.969862-06:00,Random
memory,0.0,16384.0,lattice-monitor,once[0:16384] x > 0.5,2000000.0,ms,397.532939911,5612690.0,2021-03-01 18:59:11.387928-06:00,Random
memory,0.0,4096.0,lattice-monitor,once[0:4096] x > 0.5,2000000.0,ms,324.113130569,4559986.0,2021-03-01 18:29:06.340038-06:00,Random
memory,6.0,8192.0,lattice-monitor,x > 0 since[8192:16384] x > 0.5,2000000.0,ms,1508.85510445,5612690.0,2021-03-01 19:08:43.263983-06:00,Random
memory,0.0,131072.0,Reelay,once[0:131072] {x > 0.5},786432.0,ms,1181.0,138329.0,2021-03-01 18:31:27.646506-06:00,Random
memory,1.0,256.0,Reelay,once[256:256] {x > 0.5},100000.0,ms,7820.0,138353.0,2021-03-02 08:35:16.282887-06:00,Random
memory,0.0,128.0,lattice-monitor,once[0:128] x > 0.5,2000000.0,ms,227.601051331,4031570.0,2021-03-01 19:25:21.419891-06:00,Random
memory,5.0,32768.0,lattice-monitor,x > 0 since[32768:32768] x > 0.5,2000000.0,ms,1313.0531311,5579922.0,2021-03-01 19:38:48.970832-06:00,Random
memory,2.0,32.0,Reelay,once[32:64] {x > 0.5},100000.0,ms,169.0,138353.0,2021-03-01 18:35:53.930193-06:00,Random
memory,6.0,131072.0,lattice-monitor,x > 0 since[131072:262144] x > 0.5,2000000.0,ms,2005.53798676,8617298.0,2021-03-01 19:10:47.284803-06:00,Random
memory,6.0,65536.0,lattice-monitor,x > 0 since[65536:131072] x > 0.5,2000000.0,ms,1814.58091736,6786290.0,2021-03-01 19:00:25.064662-06:00,Random
memory,4.0,1024.0,lattice-monitor,x > 0 since[0:1024] x > 0.5,2000000.0,ms,555.821895599,4031570.0,2021-03-01 18:57:31.209724-06:00,Random
memory,6.0,64.0,lattice-monitor,x > 0 since[64:128] x > 0.5,2000000.0,ms,909.949064255,4031570.0,2021-03-01 18:17:04.927020-06:00,Random
memory,3.0,32768.0,semiring-monitor,once[32768:] x > 0.5,100000000.0,ms,892.0,74358.0,2021-03-01 19:09:29.802164-06:00,Random
memory,2.0,1024.0,lattice-monitor,once[1024:2048] x > 0.5,2000000.0,ms,382.216930389,4031570.0,2021-03-01 18:28:16.931831-06:00,Random
memory,3.0,512.0,semiring-monitor,once[512:] x > 0.5,100000000.0,ms,891.0,74356.0,2021-03-01 18:37:37.508082-06:00,Random
memory,0.0,1024.0,Reelay,once[0:1024] {x > 0.5},100000.0,ms,162.0,138577.0,2021-03-01 19:36:21.693856-06:00,Random
memory,7.0,2048.0,semiring-monitor,x > 0.5 since[2048:] x > 0,100000000.0,ms,3314.0,123555.0,2021-03-01 19:27:26.919814-06:00,Random
memory,4.0,64.0,Reelay,{x > 0.0} since[0:64] {x > 0.5},100000.0,ms,460.0,138431.0,2021-03-01 18:07:14.425479-06:00,Random
