Experiment,FormulaNumber,Bound,Tool,Formula,StreamLength,TimeUnit,TimeElapsed,TimeStamp
micro,3.0,32.0,semiring-monitor,once[32:] x > 0.5,300000000.0,ms,2583.0,2021-02-24 18:38:38.493511-06:00
micro,3.0,2048.0,Reelay,once[2048:] {x > 0.5},5000000.0,ms,994.0,2021-02-24 15:34:31.130050-06:00
micro,7.0,2048.0,lattice-monitor,x > 0 since[2048:] x > 0.5,,ms,3719.87104416,2021-02-24 15:49:27.268279-06:00
micro,7.0,256.0,lattice-monitor,x > 0 since[256:] x > 0.5,,ms,3041.76592827,2021-02-24 19:35:56.804869-06:00
micro,3.0,32.0,semiring-monitor,once[32:] x > 0.5,300000000.0,ms,2867.0,2021-02-24 15:39:21.032245-06:00
micro,2.0,65536.0,lattice-monitor,once[65536:131072] x > 0.5,,ms,3660.72297096,2021-02-24 17:38:46.587116-06:00
micro,5.0,4096.0,Reelay,{x > 0.0} since[4096:4096] {x > 0.5},500000.0,ms,61093.0,2021-02-24 21:10:26.591296-06:00
micro,4.0,4096.0,Reelay,{x > 0.0} since[0:4096] {x > 0.5},5000000.0,ms,4738.0,2021-02-24 16:41:25.483732-06:00
micro,5.0,4096.0,Reelay,{x > 0.0} since[4096:4096] {x > 0.5},500000.0,ms,59536.0,2021-02-24 21:28:29.275862-06:00
micro,2.0,4096.0,semiring-monitor,once[4096:8192] x > 0.5,300000000.0,ms,3748.0,2021-02-24 18:48:52.793218-06:00
micro,3.0,2048.0,Reelay,once[2048:] {x > 0.5},5000000.0,ms,961.0,2021-02-24 17:56:22.172513-06:00
micro,6.0,8192.0,lattice-monitor,x > 0 since[8192:16384] x > 0.5,,ms,7800.19307137,2021-02-24 16:17:39.510434-06:00
micro,2.0,1024.0,semiring-monitor,once[1024:2048] x > 0.5,300000000.0,ms,3762.0,2021-02-24 17:54:46.390911-06:00
micro,4.0,2048.0,lattice-monitor,x > 0 since[0:2048] x > 0.5,,ms,2839.23983574,2021-02-24 18:21:56.962441-06:00
micro,2.0,4096.0,lattice-monitor,once[4096:8192] x > 0.5,,ms,2487.4329567,2021-02-24 16:15:20.561073-06:00
micro,2.0,32.0,Reelay,once[32:64] {x > 0.5},5000000.0,ms,1720.0,2021-02-24 18:38:31.162402-06:00
micro,3.0,16.0,semiring-monitor,once[16:] x > 0.5,300000000.0,ms,2600.0,2021-02-24 17:20:36.318954-06:00
micro,5.0,2048.0,lattice-monitor,x > 0 since[2048:2048] x > 0.5,,ms,4849.61295128,2021-02-24 19:13:49.631163-06:00
micro,2.0,524288.0,Reelay,once[524288:1048576] {x > 0.5},5000000.0,ms,1775.0,2021-02-24 18:09:49.327983-06:00
micro,6.0,262144.0,semiring-monitor,x > 0.5 since[262144:524288] x > 0,300000000.0,ms,11621.0,2021-02-24 18:34:28.505506-06:00
micro,4.0,4096.0,semiring-monitor,x > 0.5 since[0:4096] x > 0,300000000.0,ms,9490.0,2021-02-24 17:32:34.072841-06:00
micro,7.0,8192.0,lattice-monitor,x > 0 since[8192:] x > 0.5,,ms,4358.77990723,2021-02-24 15:52:36.929640-06:00
micro,0.0,16.0,semiring-monitor,once[0:16] x > 0.5,300000000.0,ms,3861.0,2021-02-24 17:45:54.578106-06:00
micro,2.0,2048.0,Reelay,once[2048:4096] {x > 0.5},5000000.0,ms,1729.0,2021-02-24 18:47:18.320395-06:00
micro,0.0,32.0,lattice-monitor,once[0:32] x > 0.5,,ms,1120.13888359,2021-02-24 19:04:13.766862-06:00
micro,6.0,4096.0,Reelay,{x > 0.0} since[4096:8192] {x > 0.5},5000000.0,ms,5822.0,2021-02-24 17:58:34.273604-06:00
micro,6.0,256.0,Reelay,{x > 0.0} since[256:512] {x > 0.5},5000000.0,ms,5825.0,2021-02-24 17:52:29.697317-06:00
micro,0.0,64.0,semiring-monitor,once[0:64] x > 0.5,300000000.0,ms,3945.0,2021-02-24 19:05:44.419659-06:00
micro,3.0,131072.0,Reelay,once[131072:] {x > 0.5},5000000.0,ms,966.0,2021-02-24 18:31:45.690331-06:00
micro,0.0,262144.0,semiring-monitor,once[0:262144] x > 0.5,300000000.0,ms,3881.0,2021-02-24 15:59:50.797902-06:00
micro,0.0,32.0,lattice-monitor,once[0:32] x > 0.5,,ms,1111.46998405,2021-02-24 19:30:20.462972-06:00
micro,5.0,256.0,semiring-monitor,x > 0.5 since[256:256] x > 0,300000000.0,ms,6529.0,2021-02-24 18:43:21.642366-06:00
micro,1.0,32.0,Reelay,once[32:32] {x > 0.5},500000.0,ms,408.0,2021-02-24 22:02:14.412947-06:00
micro,4.0,64.0,Reelay,{x > 0.0} since[0:64] {x > 0.5},5000000.0,ms,4764.0,2021-02-24 18:14:38.880780-06:00
micro,6.0,32768.0,Reelay,{x > 0.0} since[32768:65536] {x > 0.5},5000000.0,ms,5928.0,2021-02-24 18:54:38.503735-06:00
micro,3.0,262144.0,lattice-monitor,once[262144:] x > 0.5,,ms,1998.16799164,2021-02-24 16:00:09.229893-06:00
micro,6.0,524288.0,Reelay,{x > 0.0} since[524288:1048576] {x > 0.5},5000000.0,ms,6301.0,2021-02-24 19:54:41.401570-06:00
micro,1.0,65536.0,semiring-monitor,once[65536:65536] x > 0.5,300000000.0,ms,1980.0,2021-02-24 18:29:47.409828-06:00
micro,3.0,2048.0,semiring-monitor,once[2048:] x > 0.5,300000000.0,ms,2589.0,2021-02-24 18:21:54.371177-06:00
micro,2.0,128.0,lattice-monitor,once[128:256] x > 0.5,,ms,1441.60485268,2021-02-24 19:33:25.781713-06:00
micro,4.0,2048.0,Reelay,{x > 0.0} since[0:2048] {x > 0.5},5000000.0,ms,4731.0,2021-02-24 18:21:59.804242-06:00
micro,3.0,16384.0,semiring-monitor,once[16384:] x > 0.5,300000000.0,ms,2574.0,2021-02-24 15:53:17.633660-06:00
micro,6.0,1024.0,semiring-monitor,x > 0.5 since[1024:2048] x > 0,300000000.0,ms,11406.0,2021-02-24 17:55:34.128093-06:00
micro,4.0,2048.0,semiring-monitor,x > 0.5 since[0:2048] x > 0,300000000.0,ms,9456.0,2021-02-24 18:47:36.048669-06:00
micro,2.0,2048.0,lattice-monitor,once[2048:4096] x > 0.5,,ms,2109.03096199,2021-02-24 15:48:22.678776-06:00
micro,5.0,32.0,semiring-monitor,x > 0.5 since[32:32] x > 0,300000000.0,ms,6544.0,2021-02-24 17:47:58.806842-06:00
micro,4.0,262144.0,lattice-monitor,x > 0 since[0:262144] x > 0.5,,ms,4495.91779709,2021-02-24 16:51:34.032257-06:00
micro,4.0,16.0,Reelay,{x > 0.0} since[0:16] {x > 0.5},5000000.0,ms,4707.0,2021-02-24 16:03:51.079394-06:00
micro,7.0,128.0,lattice-monitor,x > 0 since[128:] x > 0.5,,ms,2825.74105263,2021-02-24 18:42:22.763872-06:00
micro,4.0,131072.0,semiring-monitor,x > 0.5 since[0:131072] x > 0,300000000.0,ms,9468.0,2021-02-24 18:06:27.551038-06:00
micro,1.0,524288.0,semiring-monitor,once[524288:524288] x > 0.5,300000000.0,ms,2049.0,2021-02-24 19:27:08.659005-06:00
micro,0.0,4096.0,semiring-monitor,once[0:4096] x > 0.5,300000000.0,ms,3840.0,2021-02-24 19:40:53.843840-06:00
micro,7.0,8192.0,semiring-monitor,x > 0.5 since[8192:] x > 0,300000000.0,ms,9767.0,2021-02-24 17:09:33.419888-06:00
micro,7.0,16384.0,semiring-monitor,x > 0.5 since[16384:] x > 0,300000000.0,ms,9836.0,2021-02-24 17:36:44.167733-06:00
micro,3.0,256.0,semiring-monitor,once[256:] x > 0.5,300000000.0,ms,2716.0,2021-02-24 16:35:19.123697-06:00
micro,2.0,131072.0,lattice-monitor,once[131072:262144] x > 0.5,,ms,4327.26192474,2021-02-24 17:40:31.489127-06:00
micro,1.0,131072.0,semiring-monitor,once[131072:131072] x > 0.5,300000000.0,ms,2000.0,2021-02-24 19:23:22.119755-06:00
micro,4.0,1024.0,semiring-monitor,x > 0.5 since[0:1024] x > 0,300000000.0,ms,9514.0,2021-02-24 17:29:30.053135-06:00
micro,1.0,2048.0,semiring-monitor,once[2048:2048] x > 0.5,300000000.0,ms,2047.0,2021-02-24 19:13:17.483122-06:00
micro,0.0,8192.0,Reelay,once[0:8192] {x > 0.5},5000000.0,ms,1712.0,2021-02-24 17:08:08.664009-06:00
micro,2.0,128.0,Reelay,once[128:256] {x > 0.5},5000000.0,ms,1717.0,2021-02-24 17:50:21.099476-06:00
micro,6.0,16384.0,semiring-monitor,x > 0.5 since[16384:32768] x > 0,300000000.0,ms,11549.0,2021-02-24 18:27:25.811798-06:00
micro,7.0,524288.0,semiring-monitor,x > 0.5 since[524288:] x > 0,300000000.0,ms,9861.0,2021-02-24 17:45:41.865115-06:00
micro,2.0,512.0,Reelay,once[512:1024] {x > 0.5},5000000.0,ms,1799.0,2021-02-24 15:45:18.844087-06:00
micro,0.0,262144.0,semiring-monitor,once[0:262144] x > 0.5,300000000.0,ms,3907.0,2021-02-24 18:07:44.381592-06:00
micro,2.0,2048.0,lattice-monitor,once[2048:4096] x > 0.5,,ms,2059.26799774,2021-02-24 19:39:27.336108-06:00
micro,2.0,262144.0,semiring-monitor,once[262144:524288] x > 0.5,300000000.0,ms,3835.0,2021-02-24 18:33:29.522659-06:00
micro,6.0,1024.0,Reelay,{x > 0.0} since[1024:2048] {x > 0.5},5000000.0,ms,5910.0,2021-02-24 15:47:36.576389-06:00
micro,7.0,16384.0,semiring-monitor,x > 0.5 since[16384:] x > 0,300000000.0,ms,10202.0,2021-02-24 18:53:22.109742-06:00
micro,6.0,262144.0,lattice-monitor,x > 0 since[262144:524288] x > 0.5,,ms,10086.2288475,2021-02-24 19:26:06.570999-06:00
micro,1.0,128.0,Reelay,once[128:128] {x > 0.5},500000.0,ms,1275.0,2021-02-24 20:48:37.882183-06:00
micro,7.0,512.0,Reelay,{x > 0.0} since[512:] {x > 0.5},5000000.0,ms,4945.0,2021-02-24 16:37:43.527499-06:00
micro,1.0,131072.0,lattice-monitor,once[131072:131072] x > 0.5,,ms,1876.44505501,2021-02-24 18:05:59.433615-06:00
micro,7.0,262144.0,semiring-monitor,x > 0.5 since[262144:] x > 0,300000000.0,ms,9893.0,2021-02-24 19:53:15.000862-06:00
micro,2.0,32768.0,Reelay,once[32768:65536] {x > 0.5},5000000.0,ms,1793.0,2021-02-24 18:53:47.578476-06:00
micro,6.0,262144.0,semiring-monitor,x > 0.5 since[262144:524288] x > 0,300000000.0,ms,11616.0,2021-02-24 16:52:23.211969-06:00
micro,4.0,65536.0,lattice-monitor,x > 0 since[0:65536] x > 0.5,,ms,3877.88105011,2021-02-24 18:04:33.112892-06:00
micro,0.0,128.0,lattice-monitor,once[0:128] x > 0.5,,ms,1091.70913696,2021-02-24 18:41:13.371394-06:00
micro,3.0,16.0,Reelay,once[16:] {x > 0.5},5000000.0,ms,982.0,2021-02-24 19:03:02.230702-06:00
micro,6.0,32768.0,lattice-monitor,x > 0 since[32768:65536] x > 0.5,,ms,8086.0710144,2021-02-24 19:20:39.301525-06:00
micro,6.0,1024.0,lattice-monitor,x > 0 since[1024:2048] x > 0.5,,ms,5542.72818565,2021-02-24 18:20:54.152591-06:00
micro,1.0,1024.0,lattice-monitor,once[1024:1024] x > 0.5,,ms,665.081977844,2021-02-24 19:11:44.094683-06:00
micro,7.0,2048.0,Reelay,{x > 0.0} since[2048:] {x > 0.5},5000000.0,ms,4929.0,2021-02-24 17:06:17.980156-06:00
micro,6.0,2048.0,lattice-monitor,x > 0 since[2048:4096] x > 0.5,,ms,6307.06501007,2021-02-24 16:14:27.713807-06:00
micro,2.0,524288.0,lattice-monitor,once[524288:1048576] x > 0.5,,ms,5458.86397362,2021-02-24 19:27:10.710578-06:00
micro,1.0,1024.0,semiring-monitor,once[1024:1024] x > 0.5,300000000.0,ms,1982.0,2021-02-24 17:29:08.714866-06:00
micro,2.0,512.0,semiring-monitor,once[512:1024] x > 0.5,300000000.0,ms,3733.0,2021-02-24 16:10:51.656483-06:00
micro,6.0,2048.0,lattice-monitor,x > 0 since[2048:4096] x > 0.5,,ms,6121.7238903,2021-02-24 16:40:17.984789-06:00
micro,7.0,8192.0,lattice-monitor,x > 0 since[8192:] x > 0.5,,ms,4528.53894234,2021-02-24 18:51:31.443213-06:00
micro,2.0,4096.0,lattice-monitor,once[4096:8192] x > 0.5,,ms,2420.49598694,2021-02-24 17:57:46.084163-06:00
micro,7.0,1024.0,lattice-monitor,x > 0 since[1024:] x > 0.5,,ms,3512.40801811,2021-02-24 19:12:51.207576-06:00
micro,3.0,512.0,lattice-monitor,once[512:] x > 0.5,,ms,966.54009819,2021-02-24 19:10:23.880619-06:00
micro,1.0,512.0,Reelay,once[512:512] {x > 0.5},500000.0,ms,4745.0,2021-02-24 21:44:18.541187-06:00
micro,4.0,65536.0,lattice-monitor,x > 0 since[0:65536] x > 0.5,,ms,4245.28717995,2021-02-24 19:48:13.309340-06:00
micro,6.0,32.0,semiring-monitor,x > 0.5 since[32:64] x > 0,300000000.0,ms,11410.0,2021-02-24 16:57:13.393319-06:00
micro,2.0,2048.0,Reelay,once[2048:4096] {x > 0.5},5000000.0,ms,1718.0,2021-02-24 16:13:48.986332-06:00
micro,5.0,512.0,lattice-monitor,x > 0 since[512:512] x > 0.5,,ms,4188.42411041,2021-02-24 18:19:14.059832-06:00
micro,6.0,32.0,semiring-monitor,x > 0.5 since[32:64] x > 0,300000000.0,ms,11393.0,2021-02-24 18:13:47.217168-06:00
micro,2.0,128.0,lattice-monitor,once[128:256] x > 0.5,,ms,1396.08812332,2021-02-24 17:24:46.878497-06:00
micro,7.0,128.0,Reelay,{x > 0.0} since[128:] {x > 0.5},5000000.0,ms,5131.0,2021-02-24 19:08:22.931170-06:00
micro,3.0,262144.0,Reelay,once[262144:] {x > 0.5},5000000.0,ms,979.0,2021-02-24 17:42:33.186793-06:00
micro,4.0,16384.0,lattice-monitor,x > 0 since[0:16384] x > 0.5,,ms,3702.90899277,2021-02-24 19:44:39.074990-06:00
micro,0.0,2048.0,Reelay,once[0:2048] {x > 0.5},5000000.0,ms,1765.0,2021-02-24 15:48:14.180118-06:00
micro,4.0,512.0,lattice-monitor,x > 0 since[0:512] x > 0.5,,ms,2522.69101143,2021-02-24 18:44:28.723603-06:00
micro,2.0,8192.0,semiring-monitor,once[8192:16384] x > 0.5,300000000.0,ms,3819.0,2021-02-24 17:59:25.551894-06:00
micro,1.0,16.0,Reelay,once[16:16] {x > 0.5},500000.0,ms,258.0,2021-02-24 20:58:11.211836-06:00
micro,0.0,128.0,semiring-monitor,once[0:128] x > 0.5,300000000.0,ms,3826.0,2021-02-24 18:15:45.134871-06:00
micro,5.0,16.0,lattice-monitor,x > 0 since[16:16] x > 0.5,10000000.0,ms,3572.57008553,2021-02-24 15:24:24.188455-06:00
micro,2.0,128.0,Reelay,once[128:256] {x > 0.5},5000000.0,ms,1812.0,2021-02-24 15:28:18.203104-06:00
micro,6.0,524288.0,lattice-monitor,x > 0 since[524288:1048576] x > 0.5,,ms,10497.5819588,2021-02-24 19:54:30.800457-06:00
micro,0.0,131072.0,Reelay,once[0:131072] {x > 0.5},5000000.0,ms,1727.0,2021-02-24 18:31:24.456508-06:00
micro,0.0,16384.0,lattice-monitor,once[0:16384] x > 0.5,,ms,1967.12684631,2021-02-24 19:18:01.741764-06:00
micro,5.0,16.0,lattice-monitor,x > 0 since[16:16] x > 0.5,,ms,3559.55719948,2021-02-24 18:37:31.464528-06:00
micro,4.0,524288.0,semiring-monitor,x > 0.5 since[0:524288] x > 0,300000000.0,ms,9597.0,2021-02-24 16:27:57.534960-06:00
micro,0.0,8192.0,Reelay,once[0:8192] {x > 0.5},5000000.0,ms,1711.0,2021-02-24 15:51:21.319803-06:00
micro,4.0,16.0,semiring-monitor,x > 0.5 since[0:16] x > 0,300000000.0,ms,9544.0,2021-02-24 15:24:14.641879-06:00
micro,0.0,256.0,Reelay,once[0:256] {x > 0.5},5000000.0,ms,1728.0,2021-02-24 17:51:38.340923-06:00
micro,4.0,131072.0,Reelay,{x > 0.0} since[0:131072] {x > 0.5},5000000.0,ms,4728.0,2021-02-24 18:31:53.382867-06:00
micro,0.0,256.0,semiring-monitor,once[0:256] x > 0.5,300000000.0,ms,3813.0,2021-02-24 17:51:40.078839-06:00
micro,0.0,64.0,semiring-monitor,once[0:64] x > 0.5,300000000.0,ms,3977.0,2021-02-24 15:40:36.211194-06:00
micro,6.0,2048.0,semiring-monitor,x > 0.5 since[2048:4096] x > 0,300000000.0,ms,11507.0,2021-02-24 17:57:06.000230-06:00
micro,4.0,256.0,Reelay,{x > 0.0} since[0:256] {x > 0.5},5000000.0,ms,4832.0,2021-02-24 19:35:08.872443-06:00
micro,2.0,256.0,semiring-monitor,once[256:512] x > 0.5,300000000.0,ms,3764.0,2021-02-24 17:26:17.286541-06:00
micro,0.0,262144.0,semiring-monitor,once[0:262144] x > 0.5,300000000.0,ms,3938.0,2021-02-24 16:25:29.853552-06:00
micro,3.0,131072.0,Reelay,once[131072:] {x > 0.5},5000000.0,ms,1105.0,2021-02-24 18:57:26.699202-06:00
micro,5.0,16384.0,lattice-monitor,x > 0 since[16384:16384] x > 0.5,,ms,5806.51116371,2021-02-24 15:53:38.052945-06:00
micro,6.0,4096.0,semiring-monitor,x > 0.5 since[4096:8192] x > 0,300000000.0,ms,11562.0,2021-02-24 17:33:07.648930-06:00
micro,0.0,128.0,lattice-monitor,once[0:128] x > 0.5,,ms,1111.13381386,2021-02-24 19:07:09.751336-06:00
micro,0.0,256.0,lattice-monitor,once[0:256] x > 0.5,,ms,1119.75502968,2021-02-24 19:34:45.459440-06:00
micro,3.0,2048.0,Reelay,once[2048:] {x > 0.5},5000000.0,ms,954.0,2021-02-24 16:39:46.205364-06:00
micro,6.0,64.0,lattice-monitor,x > 0 since[64:128] x > 0.5,,ms,4347.50103951,2021-02-24 16:58:29.521514-06:00
